µÿ√Ê’æ±Í ∂,Œ¿–«±Í ∂,ø™ ºΩ®¡¥ ±º‰,Ω· ¯Ω®¡¥ ±º‰,ø™ º∏˙◊Ÿ ±º‰,Ω· ¯∏˙◊Ÿ ±º‰, «∑Ò¿°µÁ,◊Ó¥Û—ˆΩ«,»ŒŒÒ÷¥––»’∆⁄,»¶¥Œ,…˝ΩµπÏ±Í ∂,”≈œ»º∂
'tehran-1',Œ¿–«-24',216659,217702,216639,217722,' «','*',3,'*','*',
'tehran-1',Œ¿–«-24',244864,245447,244844,245467,' «','*',3,'*','*',
'tehran-1',Œ¿–«-24',251230,252393,251210,252413,' «','*',3,'*','*',
'tehran-1',Œ¿–«-24',257813,258868,257793,258888,' «','*',3,'*','*',
'tehran-2',Œ¿–«-24',21108,21289,21088,21309,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',27062,28144,27042,28164,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',33553,34721,33533,34741,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',40437,41171,40417,41191,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',67995,69079,67975,69099,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',74535,75701,74515,75721,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',81197,81952,81177,81972,' «','*',1,'*','*',
'tehran-2',Œ¿–«-24',112127,113152,112107,113172,' «','*',2,'*','*',
'tehran-2',Œ¿–«-24',118562,119745,118542,119765,' «','*',2,'*','*',
'tehran-2',Œ¿–«-24',125364,126227,125344,126247,' «','*',2,'*','*',
'tehran-2',Œ¿–«-24',153030,154054,153010,154074,' «','*',2,'*','*',
'tehran-2',Œ¿–«-24',159552,160734,159532,160754,' «','*',2,'*','*',
'tehran-2',Œ¿–«-24',166185,167058,166165,167078,' «','*',2,'*','*',
'tehran-2',Œ¿–«-24',197204,198154,197184,198174,' «','*',3,'*','*',
'tehran-2',Œ¿–«-24',203580,204767,203560,204787,' «','*',3,'*','*',
'tehran-2',Œ¿–«-24',210313,211273,210293,211293,' «','*',3,'*','*',
'tehran-2',Œ¿–«-24',238070,239015,238050,239035,' «','*',3,'*','*',
'tehran-2',Œ¿–«-24',244572,245759,244552,245779,' «','*',3,'*','*',
'tehran-2',Œ¿–«-24',251182,252146,251162,252166,' «','*',3,'*','*',
'tokyo-1',Œ¿–«-24',13889,14935,13869,14955,' «','*',1,'*','*',
'tokyo-1',Œ¿–«-24',20355,21522,20335,21542,' «','*',1,'*','*',
'tokyo-1',Œ¿–«-24',27282,27899,27262,27919,' «','*',1,'*','*',
'tokyo-1',Œ¿–«-24',55054,56086,55034,56106,' «','*',1,'*','*',
'tokyo-1',Œ¿–«-24',61567,62736,61547,62756,' «','*',1,'*','*',
'tokyo-1',Œ¿–«-24',68267,68961,68247,68981,' «','*',1,'*','*',
'tokyo-1',Œ¿–«-24',98965,99935,98945,99955,' «','*',2,'*','*',
'tokyo-1',Œ¿–«-24',105366,106548,105346,106568,' «','*',2,'*','*',
'tokyo-1',Œ¿–«-24',112187,112984,112167,113004,' «','*',2,'*','*',
'tokyo-1',Œ¿–«-24',140101,141048,140081,141068,' «','*',2,'*','*',
'tokyo-1',Œ¿–«-24',146585,147768,146565,147788,' «','*',2,'*','*',
'tokyo-1',Œ¿–«-24',153239,154080,153219,154100,' «','*',2,'*','*',
'tokyo-1',Œ¿–«-24',184057,184925,184037,184945,' «','*',3,'*','*',
'tokyo-1',Œ¿–«-24',190386,191571,190366,191591,' «','*',3,'*','*',
'tokyo-1',Œ¿–«-24',197124,198047,197104,198067,' «','*',3,'*','*',
'tokyo-1',Œ¿–«-24',225160,225990,225140,226010,' «','*',3,'*','*',
'tokyo-1',Œ¿–«-24',231607,232791,231587,232811,' «','*',3,'*','*',
'tokyo-1',Œ¿–«-24',238227,239176,238207,239196,' «','*',3,'*','*',
'tokyo-2',Œ¿–«-24',13888,14933,13868,14953,' «','*',1,'*','*',
'tokyo-2',Œ¿–«-24',20353,21520,20333,21540,' «','*',1,'*','*',
'tokyo-2',Œ¿–«-24',27282,27896,27262,27916,' «','*',1,'*','*',
'tokyo-2',Œ¿–«-24',55056,56087,55036,56107,' «','*',1,'*','*',
'tokyo-2',Œ¿–«-24',61569,62738,61549,62758,' «','*',1,'*','*',
'tokyo-2',Œ¿–«-24',68270,68962,68250,68982,' «','*',1,'*','*',
'tokyo-2',Œ¿–«-24',98964,99932,98944,99952,' «','*',2,'*','*',
'tokyo-2',Œ¿–«-24',105364,106546,105344,106566,' «','*',2,'*','*',
'tokyo-2',Œ¿–«-24',112186,112982,112166,113002,' «','*',2,'*','*',
'tokyo-2',Œ¿–«-24',140104,141049,140084,141069,' «','*',2,'*','*',
'tokyo-2',Œ¿–«-24',146587,147770,146567,147790,' «','*',2,'*','*',
'tokyo-2',Œ¿–«-24',153242,154082,153222,154102,' «','*',2,'*','*',
'tokyo-2',Œ¿–«-24',184055,184923,184035,184943,' «','*',3,'*','*',
'tokyo-2',Œ¿–«-24',190384,191569,190364,191589,' «','*',3,'*','*',
'tokyo-2',Œ¿–«-24',197122,198044,197102,198064,' «','*',3,'*','*',
'tokyo-2',Œ¿–«-24',225163,225991,225143,226011,' «','*',3,'*','*',
'tokyo-2',Œ¿–«-24',231609,232793,231589,232813,' «','*',3,'*','*',
'tokyo-2',Œ¿–«-24',238229,239178,238209,239198,' «','*',3,'*','*',
'urugua-1',Œ¿–«-24',17165,18178,17145,18198,' «','*',1,'*','*',
'urugua-1',Œ¿–«-24',23603,24777,23583,24797,' «','*',1,'*','*',
'urugua-1',Œ¿–«-24',30489,31172,30469,31192,' «','*',1,'*','*',
'urugua-1',Œ¿–«-24',58353,59346,58333,59366,' «','*',1,'*','*',
'urugua-1',Œ¿–«-24',64850,66027,64830,66047,' «','*',1,'*','*',
'urugua-1',Œ¿–«-24',71535,72285,71515,72305,' «','*',1,'*','*',
'urugua-1',Œ¿–«-24',102249,103173,102229,103193,' «','*',2,'*','*',
'urugua-1',Œ¿–«-24',108617,109802,108597,109822,' «','*',2,'*','*',
'urugua-1',Œ¿–«-24',115406,116250,115386,116270,' «','*',2,'*','*',
'urugua-1',Œ¿–«-24',143407,144298,143387,144318,' «','*',2,'*','*',
'urugua-1',Œ¿–«-24',149870,151055,149850,151075,' «','*',2,'*','*',
'urugua-1',Œ¿–«-24',156512,157396,156492,157416,' «','*',2,'*','*',
'urugua-1',Œ¿–«-24',187350,188156,187330,188176,' «','*',3,'*','*',
'urugua-1',Œ¿–«-24',193642,194823,193622,194843,' «','*',3,'*','*',
'urugua-1',Œ¿–«-24',200350,201309,200330,201329,' «','*',3,'*','*',
'urugua-1',Œ¿–«-24',228476,229227,228456,229247,' «','*',3,'*','*',
'urugua-1',Œ¿–«-24',234893,236073,234873,236093,' «','*',3,'*','*',
'urugua-1',Œ¿–«-24',241503,242485,241483,242505,' «','*',3,'*','*',
'urugua-2',Œ¿–«-24',17167,18180,17147,18200,' «','*',1,'*','*',
'urugua-2',Œ¿–«-24',23604,24779,23584,24799,' «','*',1,'*','*',
'urugua-2',Œ¿–«-24',30490,31175,30470,31195,' «','*',1,'*','*',
'urugua-2',Œ¿–«-24',58350,59344,58330,59364,' «','*',1,'*','*',
'urugua-2',Œ¿–«-24',64848,66025,64828,66045,' «','*',1,'*','*',
'urugua-2',Œ¿–«-24',71532,72284,71512,72304,' «','*',1,'*','*',
'urugua-2',Œ¿–«-24',102250,103175,102230,103195,' «','*',2,'*','*',
'urugua-2',Œ¿–«-24',108619,109804,108599,109824,' «','*',2,'*','*',
'urugua-2',Œ¿–«-24',115407,116252,115387,116272,' «','*',2,'*','*',
'urugua-2',Œ¿–«-24',143404,144297,143384,144317,' «','*',2,'*','*',
'urugua-2',Œ¿–«-24',149868,151053,149848,151073,' «','*',2,'*','*',
'urugua-2',Œ¿–«-24',156510,157394,156490,157414,' «','*',2,'*','*',
'urugua-2',Œ¿–«-24',187351,188159,187331,188179,' «','*',3,'*','*',
'urugua-2',Œ¿–«-24',193644,194825,193624,194845,' «','*',3,'*','*',
'urugua-2',Œ¿–«-24',200352,201311,200332,201331,' «','*',3,'*','*',
'urugua-2',Œ¿–«-24',228473,229226,228453,229246,' «','*',3,'*','*',
'urugua-2',Œ¿–«-24',234892,236072,234872,236092,' «','*',3,'*','*',
'urugua-2',Œ¿–«-24',241501,242484,241481,242504,' «','*',3,'*','*',
'urumqi-1',Œ¿–«-24',20991,21453,20971,21473,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',27084,28189,27064,28209,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',33598,34760,33578,34780,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',40487,41224,40467,41244,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',61569,61996,61549,62016,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',67949,69059,67929,69079,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',74499,75658,74479,75678,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',81157,81901,81137,81921,' «','*',1,'*','*',
'urumqi-1',Œ¿–«-24',112144,113200,112124,113220,' «','*',2,'*','*',
'urumqi-1',Œ¿–«-24',118604,119784,118584,119804,' «','*',2,'*','*',
'urumqi-1',Œ¿–«-24',125416,126276,125396,126296,' «','*',2,'*','*',
'urumqi-1',Œ¿–«-24',152980,154041,152960,154061,' «','*',2,'*','*',
'urumqi-1',Œ¿–«-24',159516,160694,159496,160714,' «','*',2,'*','*',
'urumqi-1',Œ¿–«-24',166146,167006,166126,167026,' «','*',2,'*','*',
'urumqi-1',Œ¿–«-24',197214,198206,197194,198226,' «','*',3,'*','*',
'urumqi-1',Œ¿–«-24',203619,204807,203599,204827,' «','*',3,'*','*',
'urumqi-1',Œ¿–«-24',210365,211318,210345,211338,' «','*',3,'*','*',
'urumqi-1',Œ¿–«-24',238014,239011,237994,239031,' «','*',3,'*','*',
'urumqi-1',Œ¿–«-24',244535,245722,244515,245742,' «','*',3,'*','*',
'urumqi-1',Œ¿–«-24',251145,252096,251125,252116,' «','*',3,'*','*',
'urumqi-2',Œ¿–«-24',20992,21449,20972,21469,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',27083,28187,27063,28207,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',33596,34758,33576,34778,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',40487,41221,40467,41241,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',61575,61994,61555,62014,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',67951,69061,67931,69081,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',74501,75660,74481,75680,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',81159,81902,81139,81922,' «','*',1,'*','*',
'urumqi-2',Œ¿–«-24',112142,113198,112122,113218,' «','*',2,'*','*',
'urumqi-2',Œ¿–«-24',118603,119783,118583,119803,' «','*',2,'*','*',
'urumqi-2',Œ¿–«-24',125415,126273,125395,126293,' «','*',2,'*','*',
'urumqi-2',Œ¿–«-24',152982,154042,152962,154062,' «','*',2,'*','*',
'urumqi-2',Œ¿–«-24',159518,160696,159498,160716,' «','*',2,'*','*',
'urumqi-2',Œ¿–«-24',166149,167008,166129,167028,' «','*',2,'*','*',
'urumqi-2',Œ¿–«-24',197212,198204,197192,198224,' «','*',3,'*','*',
'urumqi-2',Œ¿–«-24',203618,204805,203598,204825,' «','*',3,'*','*',
'urumqi-2',Œ¿–«-24',210363,211316,210343,211336,' «','*',3,'*','*',
'urumqi-2',Œ¿–«-24',238016,239012,237996,239032,' «','*',3,'*','*',
'urumqi-2',Œ¿–«-24',244537,245724,244517,245744,' «','*',3,'*','*',
'urumqi-2',Œ¿–«-24',251147,252097,251127,252117,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',1062,2143,1042,2163,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',8115,8589,8095,8609,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',28629,29578,28609,29598,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',35159,36344,35139,36364,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',41740,42805,41720,42825,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',48462,48873,48442,48893,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',73151,73990,73131,74010,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',79446,80611,79426,80631,' «','*',1,'*','*',
'victor-1',Œ¿–«-24',86047,87169,86027,87189,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',93008,93650,92988,93670,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',113663,114529,113643,114549,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',120181,121353,120161,121373,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',126753,127862,126733,127882,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',133424,134026,133404,134046,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',158254,158986,158234,159006,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',164487,165628,164467,165648,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',171041,172193,171021,172213,' «','*',2,'*','*',
'victor-1',Œ¿–«-24',177927,178696,177907,178716,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',198702,199465,198682,199485,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',205204,206355,205184,206375,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',211768,212911,211748,212931,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',218409,219147,218389,219167,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',243376,243971,243356,243991,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',249536,250643,249516,250663,' «','*',3,'*','*',
'victor-1',Œ¿–«-24',256043,257216,256023,257236,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',1060,2141,1040,2161,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',8117,8583,8097,8603,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',28632,29579,28612,29599,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',35161,36346,35141,36366,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',41742,42807,41722,42827,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',48467,48872,48447,48892,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',73150,73988,73130,74008,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',79444,80610,79424,80630,' «','*',1,'*','*',
'victor-2',Œ¿–«-24',86045,87167,86025,87187,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',93009,93646,92989,93666,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',113666,114530,113646,114550,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',120183,121355,120163,121375,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',126755,127864,126735,127884,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',133427,134025,133407,134045,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',158254,158983,158234,159003,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',164485,165626,164465,165646,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',171039,172191,171019,172211,' «','*',2,'*','*',
'victor-2',Œ¿–«-24',177927,178693,177907,178713,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',198705,199465,198685,199485,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',205206,206357,205186,206377,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',211770,212913,211750,212933,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',218412,219147,218392,219167,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',243376,243967,243356,243987,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',249534,250641,249514,250661,' «','*',3,'*','*',
'victor-2',Œ¿–«-24',256041,257214,256021,257234,' «','*',3,'*','*',
'well-1',Œ¿–«-24',5861,7018,5841,7038,' «','*',1,'*','*',
'well-1',Œ¿–«-24',12431,13532,12411,13552,' «','*',1,'*','*',
'well-1',Œ¿–«-24',19227,19564,19207,19584,' «','*',1,'*','*',
'well-1',Œ¿–«-24',43804,44296,43784,44316,' «','*',1,'*','*',
'well-1',Œ¿–«-24',49915,51038,49895,51058,' «','*',1,'*','*',
'well-1',Œ¿–«-24',56458,57599,56438,57619,' «','*',1,'*','*',
'well-1',Œ¿–«-24',63447,63992,63427,64012,' «','*',1,'*','*',
'well-1',Œ¿–«-24',84538,84955,84518,84975,' «','*',1,'*','*',
'well-1',Œ¿–«-24',90890,92014,90870,92034,' «','*',2,'*','*',
'well-1',Œ¿–«-24',97443,98584,97423,98604,' «','*',2,'*','*',
'well-1',Œ¿–«-24',104152,104747,104132,104767,' «','*',2,'*','*',
'well-1',Œ¿–«-24',134971,136048,134951,136068,' «','*',2,'*','*',
'well-1',Œ¿–«-24',141458,142626,141438,142646,' «','*',2,'*','*',
'well-1',Œ¿–«-24',148341,149072,148321,149092,' «','*',2,'*','*',
'well-1',Œ¿–«-24',175922,176999,175902,177019,' «','*',3,'*','*',
'well-1',Œ¿–«-24',182458,183626,182438,183646,' «','*',3,'*','*',
'well-1',Œ¿–«-24',189122,189878,189102,189898,' «','*',3,'*','*',
'well-1',Œ¿–«-24',220037,221055,220017,221075,' «','*',3,'*','*',
'well-1',Œ¿–«-24',226468,227651,226448,227671,' «','*',3,'*','*',
'well-1',Œ¿–«-24',233268,234130,233248,234150,' «','*',3,'*','*',
'well-2',Œ¿–«-24',5863,7020,5843,7040,' «','*',1,'*','*',
'well-2',Œ¿–«-24',12433,13534,12413,13554,' «','*',1,'*','*',
'well-2',Œ¿–«-24',19232,19562,19212,19582,' «','*',1,'*','*',
'well-2',Œ¿–«-24',43804,44293,43784,44313,' «','*',1,'*','*',
'well-2',Œ¿–«-24',49913,51036,49893,51056,' «','*',1,'*','*',
'well-2',Œ¿–«-24',56456,57597,56436,57617,' «','*',1,'*','*',
'well-2',Œ¿–«-24',63448,63988,63428,64008,' «','*',1,'*','*',
'well-2',Œ¿–«-24',84544,84954,84524,84974,' «','*',1,'*','*',
'well-2',Œ¿–«-24',90892,92016,90872,92036,' «','*',2,'*','*',
'well-2',Œ¿–«-24',97445,98585,97425,98605,' «','*',2,'*','*',
'well-2',Œ¿–«-24',104156,104748,104136,104768,' «','*',2,'*','*',
'well-2',Œ¿–«-24',134969,136046,134949,136066,' «','*',2,'*','*',
'well-2',Œ¿–«-24',141456,142624,141436,142644,' «','*',2,'*','*',
'well-2',Œ¿–«-24',148341,149069,148321,149089,' «','*',2,'*','*',
'well-2',Œ¿–«-24',175924,177001,175904,177021,' «','*',3,'*','*',
'well-2',Œ¿–«-24',182460,183627,182440,183647,' «','*',3,'*','*',
'well-2',Œ¿–«-24',189125,189879,189105,189899,' «','*',3,'*','*',
'well-2',Œ¿–«-24',220036,221053,220016,221073,' «','*',3,'*','*',
'well-2',Œ¿–«-24',226466,227649,226446,227669,' «','*',3,'*','*',
'well-2',Œ¿–«-24',233267,234128,233247,234148,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',1187,2372,1167,2392,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',7909,8963,7889,8983,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',14789,15617,14769,15637,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',21639,22430,21619,22450,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',28320,29326,28300,29346,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',34920,36090,34900,36110,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',41493,42662,41473,42682,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',48057,49039,48037,49059,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',54622,55219,54602,55239,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',67299,67689,67279,67709,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',73402,74259,73382,74279,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',79703,80822,79683,80842,' «','*',1,'*','*',
'whitehorse-1',Œ¿–«-24',86200,87390,86180,87410,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',92890,93976,92870,93996,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',99752,100615,99732,100635,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',106625,107397,106605,107417,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',113330,114298,113310,114318,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',119937,121090,119917,121110,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',126513,127694,126493,127714,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',133078,134103,133058,134123,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',139641,140314,139621,140334,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',152413,152703,152393,152723,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',158484,159279,158464,159299,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',164752,165842,164732,165862,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',171217,172409,171197,172429,' «','*',2,'*','*',
'whitehorse-1',Œ¿–«-24',177877,178991,177857,179011,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',184716,185616,184696,185636,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',191605,192369,191585,192389,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',198336,199266,198316,199286,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',204953,206086,204933,206106,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',211532,212721,211512,212741,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',218098,219162,218078,219182,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',224661,225405,224641,225425,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',231247,231448,231227,231468,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',237538,237708,237518,237728,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',243571,244299,243551,244319,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',249807,250862,249787,250882,' «','*',3,'*','*',
'whitehorse-1',Œ¿–«-24',256240,257428,256220,257448,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',1189,2374,1169,2394,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',7910,8965,7890,8985,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',14787,15620,14767,15640,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',21637,22432,21617,22452,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',28318,29326,28298,29346,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',34918,36088,34898,36108,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',41491,42660,41471,42680,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',48055,49038,48035,49058,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',54618,55220,54598,55240,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',67295,67694,67275,67714,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',73403,74262,73383,74282,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',79704,80824,79684,80844,' «','*',1,'*','*',
'whitehorse-2',Œ¿–«-24',86201,87392,86181,87412,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',92891,93978,92871,93998,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',99751,100617,99731,100637,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',106622,107399,106602,107419,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',113327,114297,113307,114317,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',119935,121089,119915,121109,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',126511,127692,126491,127712,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',133076,134102,133056,134122,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',139638,140315,139618,140335,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',152407,152710,152387,152730,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',158484,159282,158464,159302,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',164754,165844,164734,165864,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',171219,172411,171199,172431,' «','*',2,'*','*',
'whitehorse-2',Œ¿–«-24',177878,178993,177858,179013,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',184716,185618,184696,185638,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',191603,192371,191583,192391,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',198334,199266,198314,199286,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',204951,206084,204931,206104,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',211530,212719,211510,212739,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',218096,219161,218076,219181,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',224658,225405,224638,225425,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',231237,231457,231217,231477,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',237527,237720,237507,237740,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',243570,244302,243550,244322,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',249808,250864,249788,250884,' «','*',3,'*','*',
'whitehorse-2',Œ¿–«-24',256242,257430,256222,257450,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',1518,2119,1498,2139,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',22058,23006,22038,23026,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',28594,29777,28574,29797,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',35171,36254,35151,36274,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',41850,42383,41830,42403,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',66642,67475,66622,67495,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',72932,74093,72912,74113,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',79518,80654,79498,80674,' «','*',1,'*','*',
'winn-1',Œ¿–«-24',86433,87162,86413,87182,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',107089,107958,107069,107978,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',113616,114785,113596,114805,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',120186,121308,120166,121328,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',126832,127512,126812,127532,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',151744,152473,151724,152493,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',157975,159109,157955,159129,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',164515,165677,164495,165697,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',171366,172199,171346,172219,' «','*',2,'*','*',
'winn-1',Œ¿–«-24',192124,192897,192104,192917,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',198638,199786,198618,199806,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',205202,206354,205182,206374,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',211826,212621,211806,212641,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',236864,237461,236844,237481,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',243025,244125,243005,244145,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',249520,250699,249500,250719,' «','*',3,'*','*',
'winn-1',Œ¿–«-24',256313,257231,256293,257251,' «','*',3,'*','*',
