地面站标识,卫星标识,开始建链时间,结束建链时间,开始跟踪时间,结束跟踪时间,是否馈电,最大仰角,任务执行日期,圈次,升降轨标识,优先级
'乌鲁木齐-2','卫星-7',46565,47314,46545,47334,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-7',53033,54197,53013,54217,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-7',59606,60708,59586,60728,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-7',66347,66796,66327,66816,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-7',91020,91617,91000,91637,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',97184,98314,97164,98334,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',103731,104877,103711,104897,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',110677,111320,110657,111340,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',131630,132219,131610,132239,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',138059,139195,138039,139215,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',144619,145759,144599,145779,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',151302,151949,151282,151969,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-7',176192,176556,176172,176576,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',182237,183326,182217,183346,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',188732,189902,188712,189922,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',195591,196380,195571,196400,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',216736,217071,216716,217091,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',223088,224184,223068,224204,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',229634,230801,229614,230821,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-7',236282,237069,236262,237089,'是','*',3,'*','*',
'佳木斯-1','卫星-7',0,246,-20,266,'是','*',1,'*','*',
'佳木斯-1','卫星-7',5646,6829,5626,6849,'是','*',1,'*','*',
'佳木斯-1','卫星-7',12428,13348,12408,13368,'是','*',1,'*','*',
'佳木斯-1','卫星-7',33494,33887,33474,33907,'是','*',1,'*','*',
'佳木斯-1','卫星-7',39900,40979,39880,40999,'是','*',1,'*','*',
'佳木斯-1','卫星-7',46447,47627,46427,47647,'是','*',1,'*','*',
'佳木斯-1','卫星-7',53062,53961,53042,53981,'是','*',1,'*','*',
'佳木斯-1','卫星-7',84249,85256,84229,85276,'是','*',1,'*','*',
'佳木斯-1','卫星-7',90662,91850,90642,91870,'是','*',2,'*','*',
'佳木斯-1','卫星-7',97386,98382,97366,98402,'是','*',2,'*','*',
'佳木斯-1','卫星-7',124929,125953,124909,125973,'是','*',2,'*','*',
'佳木斯-1','卫星-7',131466,132654,131446,132674,'是','*',2,'*','*',
'佳木斯-1','卫星-7',138066,139043,138046,139063,'是','*',2,'*','*',
'佳木斯-1','卫星-7',169326,170262,169306,170282,'是','*',2,'*','*',
'佳木斯-1','卫星-7',175686,176870,175666,176890,'是','*',3,'*','*',
'佳木斯-1','卫星-7',182356,183412,182336,183432,'是','*',3,'*','*',
'佳木斯-1','卫星-7',189522,189772,189502,189792,'是','*',3,'*','*',
'佳木斯-1','卫星-7',209961,210917,209941,210937,'是','*',3,'*','*',
'佳木斯-1','卫星-7',216486,217673,216466,217693,'是','*',3,'*','*',
'佳木斯-1','卫星-7',223074,224114,223054,224134,'是','*',3,'*','*',
'佳木斯-1','卫星-7',229906,230053,229886,230073,'是','*',3,'*','*',
'佳木斯-1','卫星-7',254415,255263,254395,255283,'是','*',3,'*','*',
'佳木斯-2','卫星-7',0,244,-20,264,'是','*',1,'*','*',
'佳木斯-2','卫星-7',5644,6827,5624,6847,'是','*',1,'*','*',
'佳木斯-2','卫星-7',12427,13346,12407,13366,'是','*',1,'*','*',
'佳木斯-2','卫星-7',33500,33884,33480,33904,'是','*',1,'*','*',
'佳木斯-2','卫星-7',39902,40980,39882,41000,'是','*',1,'*','*',
'佳木斯-2','卫星-7',46449,47628,46429,47648,'是','*',1,'*','*',
'佳木斯-2','卫星-7',53064,53963,53044,53983,'是','*',1,'*','*',
'佳木斯-2','卫星-7',84248,85254,84228,85274,'是','*',1,'*','*',
'佳木斯-2','卫星-7',90660,91848,90640,91868,'是','*',2,'*','*',
'佳木斯-2','卫星-7',97385,98380,97365,98400,'是','*',2,'*','*',
'佳木斯-2','卫星-7',124932,125955,124912,125975,'是','*',2,'*','*',
'佳木斯-2','卫星-7',131468,132656,131448,132676,'是','*',2,'*','*',
'佳木斯-2','卫星-7',138068,139045,138048,139065,'是','*',2,'*','*',
'佳木斯-2','卫星-7',169325,170260,169305,170280,'是','*',2,'*','*',
'佳木斯-2','卫星-7',175684,176868,175664,176888,'是','*',3,'*','*',
'佳木斯-2','卫星-7',182355,183410,182335,183430,'是','*',3,'*','*',
'佳木斯-2','卫星-7',189528,189762,189508,189782,'是','*',3,'*','*',
'佳木斯-2','卫星-7',209964,210918,209944,210938,'是','*',3,'*','*',
'佳木斯-2','卫星-7',216488,217675,216468,217695,'是','*',3,'*','*',
'佳木斯-2','卫星-7',223076,224116,223056,224136,'是','*',3,'*','*',
'佳木斯-2','卫星-7',229918,230044,229898,230064,'是','*',3,'*','*',
'佳木斯-2','卫星-7',254414,255260,254394,255280,'是','*',3,'*','*',
'海南-1','卫星-7',5187,6281,5167,6301,'是','*',1,'*','*',
'海南-1','卫星-7',11729,12823,11709,12843,'是','*',1,'*','*',
'海南-1','卫星-7',46995,48062,46975,48082,'是','*',1,'*','*',
'海南-1','卫星-7',53517,54633,53497,54653,'是','*',1,'*','*',
'海南-1','卫星-7',90255,91276,90235,91296,'是','*',2,'*','*',
'海南-1','卫星-7',96723,97866,96703,97886,'是','*',2,'*','*',
'海南-1','卫星-7',132054,133034,132034,133054,'是','*',2,'*','*',
'海南-1','卫星-7',138525,139681,138505,139701,'是','*',2,'*','*',
'海南-1','卫星-7',145505,145649,145485,145669,'是','*',2,'*','*',
'海南-1','卫星-7',175340,176258,175320,176278,'是','*',3,'*','*',
'海南-1','卫星-7',181729,182901,181709,182921,'是','*',3,'*','*',
'海南-1','卫星-7',188703,189118,188683,189138,'是','*',3,'*','*',
'海南-1','卫星-7',217130,217985,217110,218005,'是','*',3,'*','*',
'海南-1','卫星-7',223540,224718,223520,224738,'是','*',3,'*','*',
'海南-1','卫星-7',230316,230923,230296,230943,'是','*',3,'*','*',
'海南-2','卫星-7',5189,6283,5169,6303,'是','*',1,'*','*',
'海南-2','卫星-7',11731,12825,11711,12845,'是','*',1,'*','*',
'海南-2','卫星-7',46993,48060,46973,48080,'是','*',1,'*','*',
'海南-2','卫星-7',53515,54631,53495,54651,'是','*',1,'*','*',
'海南-2','卫星-7',90256,91278,90236,91298,'是','*',2,'*','*',
'海南-2','卫星-7',96724,97868,96704,97888,'是','*',2,'*','*',
'海南-2','卫星-7',132052,133033,132032,133053,'是','*',2,'*','*',
'海南-2','卫星-7',138523,139680,138503,139700,'是','*',2,'*','*',
'海南-2','卫星-7',145500,145651,145480,145671,'是','*',2,'*','*',
'海南-2','卫星-7',175341,176260,175321,176280,'是','*',3,'*','*',
'海南-2','卫星-7',181731,182903,181711,182923,'是','*',3,'*','*',
'海南-2','卫星-7',188704,189121,188684,189141,'是','*',3,'*','*',
'海南-2','卫星-7',217128,217983,217108,218003,'是','*',3,'*','*',
'海南-2','卫星-7',223538,224716,223518,224736,'是','*',3,'*','*',
'海南-2','卫星-7',230314,230922,230294,230942,'是','*',3,'*','*',
'库尔勒-1','卫星-7',5914,6563,5894,6583,'是','*',1,'*','*',
'库尔勒-1','卫星-7',12107,13255,12087,13275,'是','*',1,'*','*',
'库尔勒-1','卫星-7',18690,19807,18670,19827,'是','*',1,'*','*',
'库尔勒-1','卫星-7',25771,26151,25751,26171,'是','*',1,'*','*',
'库尔勒-1','卫星-7',46656,47277,46636,47297,'是','*',1,'*','*',
'库尔勒-1','卫星-7',53076,54227,53056,54247,'是','*',1,'*','*',
'库尔勒-1','卫星-7',59643,60757,59623,60777,'是','*',1,'*','*',
'库尔勒-1','卫星-7',66398,66843,66378,66863,'是','*',1,'*','*',
'库尔勒-1','卫星-7',91074,91510,91054,91530,'是','*',2,'*','*',
'库尔勒-1','卫星-7',97156,98268,97136,98288,'是','*',2,'*','*',
'库尔勒-1','卫星-7',103684,104835,103664,104855,'是','*',2,'*','*',
'库尔勒-1','卫星-7',110630,111258,110610,111278,'是','*',2,'*','*',
'库尔勒-1','卫星-7',131765,132134,131745,132154,'是','*',2,'*','*',
'库尔勒-1','卫星-7',138105,139220,138085,139240,'是','*',2,'*','*',
'库尔勒-1','卫星-7',144656,145805,144636,145825,'是','*',2,'*','*',
'库尔勒-1','卫星-7',151347,152001,151327,152021,'是','*',2,'*','*',
'库尔勒-1','卫星-7',182214,183278,182194,183298,'是','*',3,'*','*',
'库尔勒-1','卫星-7',188687,189861,188667,189881,'是','*',3,'*','*',
'库尔勒-1','卫星-7',195540,196325,195520,196345,'是','*',3,'*','*',
'库尔勒-1','卫星-7',223137,224203,223117,224223,'是','*',3,'*','*',
'库尔勒-1','卫星-7',229672,230844,229652,230864,'是','*',3,'*','*',
'库尔勒-1','卫星-7',236324,237121,236304,237141,'是','*',3,'*','*',
'库尔勒-2','卫星-7',5914,6560,5894,6580,'是','*',1,'*','*',
'库尔勒-2','卫星-7',12105,13254,12085,13274,'是','*',1,'*','*',
'库尔勒-2','卫星-7',18688,19805,18668,19825,'是','*',1,'*','*',
'库尔勒-2','卫星-7',25773,26146,25753,26166,'是','*',1,'*','*',
'库尔勒-2','卫星-7',46659,47277,46639,47297,'是','*',1,'*','*',
'库尔勒-2','卫星-7',53078,54229,53058,54249,'是','*',1,'*','*',
'库尔勒-2','卫星-7',59645,60758,59625,60778,'是','*',1,'*','*',
'库尔勒-2','卫星-7',66402,66842,66382,66862,'是','*',1,'*','*',
'库尔勒-2','卫星-7',91075,91506,91055,91526,'是','*',2,'*','*',
'库尔勒-2','卫星-7',97154,98266,97134,98286,'是','*',2,'*','*',
'库尔勒-2','卫星-7',103682,104833,103662,104853,'是','*',2,'*','*',
'库尔勒-2','卫星-7',110630,111254,110610,111274,'是','*',2,'*','*',
'库尔勒-2','卫星-7',131770,132132,131750,132152,'是','*',2,'*','*',
'库尔勒-2','卫星-7',138107,139222,138087,139242,'是','*',2,'*','*',
'库尔勒-2','卫星-7',144658,145807,144638,145827,'是','*',2,'*','*',
'库尔勒-2','卫星-7',151350,152001,151330,152021,'是','*',2,'*','*',
'库尔勒-2','卫星-7',182213,183276,182193,183296,'是','*',3,'*','*',
'库尔勒-2','卫星-7',188685,189859,188665,189879,'是','*',3,'*','*',
'库尔勒-2','卫星-7',195539,196322,195519,196342,'是','*',3,'*','*',
'库尔勒-2','卫星-7',223139,224205,223119,224225,'是','*',3,'*','*',
'库尔勒-2','卫星-7',229674,230846,229654,230866,'是','*',3,'*','*',
'库尔勒-2','卫星-7',236327,237122,236307,237142,'是','*',3,'*','*',
'雄安-1','卫星-7',5519,6678,5499,6698,'是','*',1,'*','*',
'雄安-1','卫星-7',12129,13216,12109,13236,'是','*',1,'*','*',
'雄安-1','卫星-7',40171,40801,40151,40821,'是','*',1,'*','*',
'雄安-1','卫星-7',46578,47737,46558,47757,'是','*',1,'*','*',
'雄安-1','卫星-7',53152,54240,53132,54260,'是','*',1,'*','*',
'雄安-1','卫星-7',84467,84930,84447,84950,'是','*',1,'*','*',
'雄安-1','卫星-7',90564,91691,90544,91711,'是','*',2,'*','*',
'雄安-1','卫星-7',97117,98249,97097,98269,'是','*',2,'*','*',
'雄安-1','卫星-7',104171,104585,104151,104605,'是','*',2,'*','*',
'雄安-1','卫星-7',125290,125651,125270,125671,'是','*',2,'*','*',
'雄安-1','卫星-7',131607,132734,131587,132754,'是','*',2,'*','*',
'雄安-1','卫星-7',138162,139294,138142,139314,'是','*',2,'*','*',
'雄安-1','卫星-7',144910,145411,144890,145431,'是','*',2,'*','*',
'雄安-1','卫星-7',175620,176701,175600,176721,'是','*',3,'*','*',
'雄安-1','卫星-7',182115,183277,182095,183297,'是','*',3,'*','*',
'雄安-1','卫星-7',189035,189693,189015,189713,'是','*',3,'*','*',
'雄安-1','卫星-7',216640,217719,216620,217739,'是','*',3,'*','*',
'雄安-1','卫星-7',223176,224338,223156,224358,'是','*',3,'*','*',
'雄安-1','卫星-7',229863,230561,229843,230581,'是','*',3,'*','*',
'雄安-2','卫星-7',5521,6679,5501,6699,'是','*',1,'*','*',
'雄安-2','卫星-7',12131,13219,12111,13239,'是','*',1,'*','*',
'雄安-2','卫星-7',40167,40800,40147,40820,'是','*',1,'*','*',
'雄安-2','卫星-7',46576,47735,46556,47755,'是','*',1,'*','*',
'雄安-2','卫星-7',53150,54239,53130,54259,'是','*',1,'*','*',
'雄安-2','卫星-7',84467,84934,84447,84954,'是','*',1,'*','*',
'雄安-2','卫星-7',90566,91693,90546,91713,'是','*',2,'*','*',
'雄安-2','卫星-7',97118,98251,97098,98271,'是','*',2,'*','*',
'雄安-2','卫星-7',104170,104590,104150,104610,'是','*',2,'*','*',
'雄安-2','卫星-7',125285,125653,125265,125673,'是','*',2,'*','*',
'雄安-2','卫星-7',131605,132732,131585,132752,'是','*',2,'*','*',
'雄安-2','卫星-7',138160,139292,138140,139312,'是','*',2,'*','*',
'雄安-2','卫星-7',144907,145411,144887,145431,'是','*',2,'*','*',
'雄安-2','卫星-7',175622,176703,175602,176723,'是','*',3,'*','*',
'雄安-2','卫星-7',182116,183279,182096,183299,'是','*',3,'*','*',
'雄安-2','卫星-7',189036,189696,189016,189716,'是','*',3,'*','*',
'雄安-2','卫星-7',216638,217718,216618,217738,'是','*',3,'*','*',
'雄安-2','卫星-7',223174,224337,223154,224357,'是','*',3,'*','*',
'雄安-2','卫星-7',229860,230560,229840,230580,'是','*',3,'*','*',
'铜川-1','卫星-7',5476,6575,5456,6595,'是','*',1,'*','*',
'铜川-1','卫星-7',12000,13139,11980,13159,'是','*',1,'*','*',
'铜川-1','卫星-7',19102,19390,19082,19410,'是','*',1,'*','*',
'铜川-1','卫星-7',46680,47771,46660,47791,'是','*',1,'*','*',
'铜川-1','卫星-7',53218,54361,53198,54381,'是','*',1,'*','*',
'铜川-1','卫星-7',59997,60466,59977,60486,'是','*',1,'*','*',
'铜川-1','卫星-7',90540,91579,90520,91599,'是','*',2,'*','*',
'铜川-1','卫星-7',97001,98169,96981,98189,'是','*',2,'*','*',
'铜川-1','卫星-7',103926,104545,103906,104565,'是','*',2,'*','*',
'铜川-1','卫星-7',131721,132747,131701,132767,'是','*',2,'*','*',
'铜川-1','卫星-7',138232,139402,138212,139422,'是','*',2,'*','*',
'铜川-1','卫星-7',144935,145628,144915,145648,'是','*',2,'*','*',
'铜川-1','卫星-7',175617,176577,175597,176597,'是','*',3,'*','*',
'铜川-1','卫星-7',182012,183195,181992,183215,'是','*',3,'*','*',
'铜川-1','卫星-7',188831,189631,188811,189651,'是','*',3,'*','*',
'铜川-1','卫星-7',216770,217707,216750,217727,'是','*',3,'*','*',
'铜川-1','卫星-7',223250,224434,223230,224454,'是','*',3,'*','*',
'铜川-1','卫星-7',229906,230747,229886,230767,'是','*',3,'*','*',
'上海-1','卫星-7',5415,6597,5395,6617,'是','*',1,'*','*',
'上海-1','卫星-7',12125,13082,12105,13102,'是','*',1,'*','*',
'上海-1','卫星-7',40248,41004,40228,41024,'是','*',1,'*','*',
'上海-1','卫星-7',46668,47848,46648,47868,'是','*',1,'*','*',
'上海-1','卫星-7',53279,54258,53259,54278,'是','*',1,'*','*',
'上海-1','卫星-7',84251,84893,84231,84913,'是','*',1,'*','*',
'上海-1','卫星-7',90449,91614,90429,91634,'是','*',2,'*','*',
'上海-1','卫星-7',97089,98130,97069,98150,'是','*',2,'*','*',
'上海-1','卫星-7',125345,125895,125325,125915,'是','*',2,'*','*',
'上海-1','卫星-7',131695,132857,131675,132877,'是','*',2,'*','*',
'上海-1','卫星-7',138278,139332,138258,139352,'是','*',2,'*','*',
'上海-1','卫星-7',169435,169810,169415,169830,'是','*',2,'*','*',
'上海-1','卫星-7',175493,176627,175473,176647,'是','*',3,'*','*',
'上海-1','卫星-7',182068,183170,182048,183190,'是','*',3,'*','*',
'上海-1','卫星-7',216726,217855,216706,217875,'是','*',3,'*','*',
'上海-1','卫星-7',223284,224393,223264,224413,'是','*',3,'*','*',
'铜川-2','卫星-7',5474,6573,5454,6593,'是','*',1,'*','*',
'铜川-2','卫星-7',11998,13137,11978,13157,'是','*',1,'*','*',
'铜川-2','卫星-7',19104,19384,19084,19404,'是','*',1,'*','*',
'铜川-2','卫星-7',46682,47772,46662,47792,'是','*',1,'*','*',
'铜川-2','卫星-7',53219,54363,53199,54383,'是','*',1,'*','*',
'铜川-2','卫星-7',60001,60466,59981,60486,'是','*',1,'*','*',
'铜川-2','卫星-7',90538,91577,90518,91597,'是','*',2,'*','*',
'铜川-2','卫星-7',96999,98167,96979,98187,'是','*',2,'*','*',
'铜川-2','卫星-7',103925,104542,103905,104562,'是','*',2,'*','*',
'铜川-2','卫星-7',131723,132749,131703,132769,'是','*',2,'*','*',
'铜川-2','卫星-7',138234,139404,138214,139424,'是','*',2,'*','*',
'铜川-2','卫星-7',144937,145629,144917,145649,'是','*',2,'*','*',
'铜川-2','卫星-7',175615,176575,175595,176595,'是','*',3,'*','*',
'铜川-2','卫星-7',182010,183193,181990,183213,'是','*',3,'*','*',
'铜川-2','卫星-7',188829,189628,188809,189648,'是','*',3,'*','*',
'铜川-2','卫星-7',216772,217709,216752,217729,'是','*',3,'*','*',
'铜川-2','卫星-7',223252,224435,223232,224455,'是','*',3,'*','*',
'铜川-2','卫星-7',229908,230748,229888,230768,'是','*',3,'*','*',
'秦岭-1','卫星-7',5238,6370,5218,6390,'是','*',1,'*','*',
'秦岭-1','卫星-7',11830,12885,11810,12905,'是','*',1,'*','*',
'秦岭-1','卫星-7',46899,48016,46879,48036,'是','*',1,'*','*',
'秦岭-1','卫星-7',53457,54537,53437,54557,'是','*',1,'*','*',
'秦岭-1','卫星-7',90294,91374,90274,91394,'是','*',2,'*','*',
'秦岭-1','卫星-7',96815,97932,96795,97952,'是','*',2,'*','*',
'秦岭-1','卫星-7',131946,133000,131926,133020,'是','*',2,'*','*',
'秦岭-1','卫星-7',138461,139594,138441,139614,'是','*',2,'*','*',
'秦岭-1','卫星-7',175365,176369,175345,176389,'是','*',3,'*','*',
'秦岭-1','卫星-7',181813,182970,181793,182990,'是','*',3,'*','*',
'秦岭-1','卫星-7',217004,217969,216984,217989,'是','*',3,'*','*',
'秦岭-1','卫星-7',223472,224638,223452,224658,'是','*',3,'*','*',
'秦岭-1','卫星-7',230297,230758,230277,230778,'是','*',3,'*','*',
'秦岭-2','卫星-7',5236,6368,5216,6388,'是','*',1,'*','*',
'秦岭-2','卫星-7',11828,12883,11808,12903,'是','*',1,'*','*',
'秦岭-2','卫星-7',46901,48018,46881,48038,'是','*',1,'*','*',
'秦岭-2','卫星-7',53459,54539,53439,54559,'是','*',1,'*','*',
'秦岭-2','卫星-7',90292,91372,90272,91392,'是','*',2,'*','*',
'秦岭-2','卫星-7',96813,97930,96793,97950,'是','*',2,'*','*',
'秦岭-2','卫星-7',131948,133002,131928,133022,'是','*',2,'*','*',
'秦岭-2','卫星-7',138463,139595,138443,139615,'是','*',2,'*','*',
'秦岭-2','卫星-7',175363,176367,175343,176387,'是','*',3,'*','*',
'秦岭-2','卫星-7',181811,182968,181791,182988,'是','*',3,'*','*',
'秦岭-2','卫星-7',217006,217970,216986,217990,'是','*',3,'*','*',
'秦岭-2','卫星-7',223474,224639,223454,224659,'是','*',3,'*','*',
'秦岭-2','卫星-7',230300,230759,230280,230779,'是','*',3,'*','*',
'青岛-1','卫星-7',5448,6627,5428,6647,'是','*',1,'*','*',
'青岛-1','卫星-7',12135,13130,12115,13150,'是','*',1,'*','*',
'青岛-1','卫星-7',40211,40957,40191,40977,'是','*',1,'*','*',
'青岛-1','卫星-7',46635,47813,46615,47833,'是','*',1,'*','*',
'青岛-1','卫星-7',53236,54245,53216,54265,'是','*',1,'*','*',
'青岛-1','卫星-7',84298,84923,84278,84943,'是','*',1,'*','*',
'青岛-1','卫星-7',90484,91644,90464,91664,'是','*',2,'*','*',
'青岛-1','卫星-7',97105,98172,97085,98192,'是','*',2,'*','*',
'青岛-1','卫星-7',125305,125846,125285,125866,'是','*',2,'*','*',
'青岛-1','卫星-7',131663,132820,131643,132840,'是','*',2,'*','*',
'青岛-1','卫星-7',138239,139314,138219,139334,'是','*',2,'*','*',
'青岛-1','卫星-7',169485,169840,169465,169860,'是','*',2,'*','*',
'青岛-1','卫星-7',175530,176656,175510,176676,'是','*',3,'*','*',
'青岛-1','卫星-7',182089,183208,182069,183228,'是','*',3,'*','*',
'青岛-1','卫星-7',216694,217816,216674,217836,'是','*',3,'*','*',
'青岛-1','卫星-7',223247,224371,223227,224391,'是','*',3,'*','*',
'青岛-1','卫星-7',230072,230405,230052,230425,'是','*',3,'*','*',
'青岛-2','卫星-7',5450,6629,5430,6649,'是','*',1,'*','*',
'青岛-2','卫星-7',12136,13132,12116,13152,'是','*',1,'*','*',
'青岛-2','卫星-7',40208,40956,40188,40976,'是','*',1,'*','*',
'青岛-2','卫星-7',46633,47812,46613,47832,'是','*',1,'*','*',
'青岛-2','卫星-7',53234,54243,53214,54263,'是','*',1,'*','*',
'青岛-2','卫星-7',84299,84926,84279,84946,'是','*',1,'*','*',
'青岛-2','卫星-7',90486,91645,90466,91665,'是','*',2,'*','*',
'青岛-2','卫星-7',97106,98174,97086,98194,'是','*',2,'*','*',
'青岛-2','卫星-7',125301,125846,125281,125866,'是','*',2,'*','*',
'青岛-2','卫星-7',131661,132818,131641,132838,'是','*',2,'*','*',
'青岛-2','卫星-7',138237,139312,138217,139332,'是','*',2,'*','*',
'青岛-2','卫星-7',169484,169844,169464,169864,'是','*',2,'*','*',
'青岛-2','卫星-7',175532,176658,175512,176678,'是','*',3,'*','*',
'青岛-2','卫星-7',182090,183210,182070,183230,'是','*',3,'*','*',
'青岛-2','卫星-7',216692,217814,216672,217834,'是','*',3,'*','*',
'青岛-2','卫星-7',223245,224369,223225,224389,'是','*',3,'*','*',
'青岛-2','卫星-7',230068,230406,230048,230426,'是','*',3,'*','*',
'长春-1','卫星-7',5178,6260,5158,6280,'是','*',1,'*','*',
'长春-1','卫星-7',11706,12810,11686,12830,'是','*',1,'*','*',
'长春-1','卫星-7',47019,48070,46999,48090,'是','*',1,'*','*',
'长春-1','卫星-7',53530,54655,53510,54675,'是','*',1,'*','*',
'长春-1','卫星-7',90249,91252,90229,91272,'是','*',2,'*','*',
'长春-1','卫星-7',96702,97852,96682,97872,'是','*',2,'*','*',
'长春-1','卫星-7',132081,133039,132061,133059,'是','*',2,'*','*',
'长春-1','卫星-7',138539,139701,138519,139721,'是','*',2,'*','*',
'长春-1','卫星-7',145465,145733,145445,145753,'是','*',2,'*','*',
'长春-1','卫星-7',175338,176230,175318,176250,'是','*',3,'*','*',
'长春-1','卫星-7',181711,182885,181691,182905,'是','*',3,'*','*',
'长春-1','卫星-7',188652,189125,188632,189145,'是','*',3,'*','*',
'长春-1','卫星-7',217163,217983,217143,218003,'是','*',3,'*','*',
'长春-1','卫星-7',223556,224735,223536,224755,'是','*',3,'*','*',
'长春-1','卫星-7',230319,230961,230299,230981,'是','*',3,'*','*',
'长春-2','卫星-7',5177,6258,5157,6278,'是','*',1,'*','*',
'长春-2','卫星-7',11704,12808,11684,12828,'是','*',1,'*','*',
'长春-2','卫星-7',47021,48072,47001,48092,'是','*',1,'*','*',
'长春-2','卫星-7',53532,54656,53512,54676,'是','*',1,'*','*',
'长春-2','卫星-7',90247,91250,90227,91270,'是','*',2,'*','*',
'长春-2','卫星-7',96701,97850,96681,97870,'是','*',2,'*','*',
'长春-2','卫星-7',132084,133040,132064,133060,'是','*',2,'*','*',
'长春-2','卫星-7',138541,139702,138521,139722,'是','*',2,'*','*',
'长春-2','卫星-7',145469,145733,145449,145753,'是','*',2,'*','*',
'长春-2','卫星-7',175336,176228,175316,176248,'是','*',3,'*','*',
'长春-2','卫星-7',181709,182884,181689,182904,'是','*',3,'*','*',
'长春-2','卫星-7',188650,189122,188630,189142,'是','*',3,'*','*',
'长春-2','卫星-7',217166,217985,217146,218005,'是','*',3,'*','*',
'长春-2','卫星-7',223558,224737,223538,224757,'是','*',3,'*','*',
'长春-2','卫星-7',230321,230963,230301,230983,'是','*',3,'*','*',
'南宁-1','卫星-7',5271,6341,5251,6361,'是','*',1,'*','*',
'南宁-1','卫星-7',11781,12905,11761,12925,'是','*',1,'*','*',
'南宁-1','卫星-7',46933,47975,46913,47995,'是','*',1,'*','*',
'南宁-1','卫星-7',53440,54579,53420,54599,'是','*',1,'*','*',
'南宁-1','卫星-7',90344,91334,90324,91354,'是','*',2,'*','*',
'南宁-1','卫星-7',96781,97942,96761,97962,'是','*',2,'*','*',
'南宁-1','卫星-7',103871,104085,103851,104105,'是','*',2,'*','*',
'南宁-1','卫星-7',131993,132940,131973,132960,'是','*',2,'*','*',
'南宁-1','卫星-7',138452,139621,138432,139641,'是','*',2,'*','*',
'南宁-1','卫星-7',145261,145765,145241,145785,'是','*',2,'*','*',
'南宁-1','卫星-7',175436,176314,175416,176334,'是','*',3,'*','*',
'南宁-1','卫星-7',181792,182972,181772,182992,'是','*',3,'*','*',
'南宁-1','卫星-7',188665,189298,188645,189318,'是','*',3,'*','*',
'南宁-1','卫星-7',217071,217881,217051,217901,'是','*',3,'*','*',
'南宁-1','卫星-7',223471,224653,223451,224673,'是','*',3,'*','*',
'南宁-1','卫星-7',230183,230927,230163,230947,'是','*',3,'*','*',
'南宁-2','卫星-7',5273,6343,5253,6363,'是','*',1,'*','*',
'南宁-2','卫星-7',11783,12907,11763,12927,'是','*',1,'*','*',
'南宁-2','卫星-7',46931,47973,46911,47993,'是','*',1,'*','*',
'南宁-2','卫星-7',53438,54577,53418,54597,'是','*',1,'*','*',
'南宁-2','卫星-7',90346,91336,90326,91356,'是','*',2,'*','*',
'南宁-2','卫星-7',96783,97944,96763,97964,'是','*',2,'*','*',
'南宁-2','卫星-7',103871,104090,103851,104110,'是','*',2,'*','*',
'南宁-2','卫星-7',131991,132938,131971,132958,'是','*',2,'*','*',
'南宁-2','卫星-7',138450,139619,138430,139639,'是','*',2,'*','*',
'南宁-2','卫星-7',145258,145764,145238,145784,'是','*',2,'*','*',
'南宁-2','卫星-7',175437,176316,175417,176336,'是','*',3,'*','*',
'南宁-2','卫星-7',181794,182974,181774,182994,'是','*',3,'*','*',
'南宁-2','卫星-7',188666,189301,188646,189321,'是','*',3,'*','*',
'南宁-2','卫星-7',217069,217879,217049,217899,'是','*',3,'*','*',
'南宁-2','卫星-7',223469,224651,223449,224671,'是','*',3,'*','*',
'南宁-2','卫星-7',230181,230925,230161,230945,'是','*',3,'*','*',
'喀什-1','卫星-7',12142,13182,12122,13202,'是','*',1,'*','*',
'喀什-1','卫星-7',18596,19772,18576,19792,'是','*',1,'*','*',
'喀什-1','卫星-7',25448,26221,25428,26241,'是','*',1,'*','*',
'喀什-1','卫星-7',53141,54177,53121,54197,'是','*',1,'*','*',
'喀什-1','卫星-7',59663,60839,59643,60859,'是','*',1,'*','*',
'喀什-1','卫星-7',66321,67120,66301,67140,'是','*',1,'*','*',
'喀什-1','卫星-7',97217,98184,97197,98204,'是','*',2,'*','*',
'喀什-1','卫星-7',103610,104796,103590,104816,'是','*',2,'*','*',
'喀什-1','卫星-7',110381,111278,110361,111298,'是','*',2,'*','*',
'喀什-1','卫星-7',138182,139141,138162,139161,'是','*',2,'*','*',
