地面站标识,卫星标识,开始建链时间,结束建链时间,开始跟踪时间,结束跟踪时间,是否馈电,最大仰角,任务执行日期,圈次,升降轨标识,优先级
'青岛-2','卫星-21',63504,64684,63484,64704,'是','*',1,'*','*',
'青岛-2','卫星-21',70108,71104,70088,71124,'是','*',1,'*','*',
'青岛-2','卫星-21',101145,101812,101125,101832,'是','*',2,'*','*',
'青岛-2','卫星-21',107353,108518,107333,108538,'是','*',2,'*','*',
'青岛-2','卫星-21',113986,115040,113966,115060,'是','*',2,'*','*',
'青岛-2','卫星-21',142157,142746,142137,142766,'是','*',2,'*','*',
'青岛-2','卫星-21',148530,149692,148510,149712,'是','*',2,'*','*',
'青岛-2','卫星-21',155110,156175,155090,156195,'是','*',2,'*','*',
'青岛-2','卫星-21',186313,186746,186293,186766,'是','*',3,'*','*',
'青岛-2','卫星-21',192397,193531,192377,193551,'是','*',3,'*','*',
'青岛-2','卫星-21',198968,200078,198948,200098,'是','*',3,'*','*',
'青岛-2','卫星-21',227328,227550,227308,227570,'是','*',3,'*','*',
'青岛-2','卫星-21',233561,234690,233541,234710,'是','*',3,'*','*',
'青岛-2','卫星-21',240118,241234,240098,241254,'是','*',3,'*','*',
'青岛-2','卫星-21',246973,247228,246953,247248,'是','*',3,'*','*',
'长春-1','卫星-21',22041,23135,22021,23155,'是','*',1,'*','*',
'长春-1','卫星-21',28583,29674,28563,29694,'是','*',1,'*','*',
'长春-1','卫星-21',63884,64949,63864,64969,'是','*',1,'*','*',
'长春-1','卫星-21',70404,71519,70384,71539,'是','*',1,'*','*',
'长春-1','卫星-21',107109,108130,107089,108150,'是','*',2,'*','*',
'长春-1','卫星-21',113577,114719,113557,114739,'是','*',2,'*','*',
'长春-1','卫星-21',148944,149921,148924,149941,'是','*',2,'*','*',
'长春-1','卫星-21',155412,156567,155392,156587,'是','*',2,'*','*',
'长春-1','卫星-21',192194,193111,192174,193131,'是','*',3,'*','*',
'长春-1','卫星-21',198583,199754,198563,199774,'是','*',3,'*','*',
'长春-1','卫星-21',205568,205954,205548,205974,'是','*',3,'*','*',
'长春-1','卫星-21',234022,234871,234002,234891,'是','*',3,'*','*',
'长春-1','卫星-21',240427,241604,240407,241624,'是','*',3,'*','*',
'长春-1','卫星-21',247209,247804,247189,247824,'是','*',3,'*','*',
'长春-2','卫星-21',22040,23133,22020,23153,'是','*',1,'*','*',
'长春-2','卫星-21',28581,29672,28561,29692,'是','*',1,'*','*',
'长春-2','卫星-21',63886,64951,63866,64971,'是','*',1,'*','*',
'长春-2','卫星-21',70406,71521,70386,71541,'是','*',1,'*','*',
'长春-2','卫星-21',107107,108128,107087,108148,'是','*',2,'*','*',
'长春-2','卫星-21',113575,114717,113555,114737,'是','*',2,'*','*',
'长春-2','卫星-21',148946,149923,148926,149943,'是','*',2,'*','*',
'长春-2','卫星-21',155414,156569,155394,156589,'是','*',2,'*','*',
'长春-2','卫星-21',192193,193109,192173,193129,'是','*',3,'*','*',
'长春-2','卫星-21',198581,199752,198561,199772,'是','*',3,'*','*',
'长春-2','卫星-21',205567,205951,205547,205971,'是','*',3,'*','*',
'长春-2','卫星-21',234024,234873,234004,234893,'是','*',3,'*','*',
'长春-2','卫星-21',240429,241606,240409,241626,'是','*',3,'*','*',
'长春-2','卫星-21',247212,247806,247192,247826,'是','*',3,'*','*',
'南宁-1','卫星-21',22133,23216,22113,23236,'是','*',1,'*','*',
'南宁-1','卫星-21',28657,29771,28637,29791,'是','*',1,'*','*',
'南宁-1','卫星-21',63798,64855,63778,64875,'是','*',1,'*','*',
'南宁-1','卫星-21',70313,71444,70293,71464,'是','*',1,'*','*',
'南宁-1','卫星-21',107203,108212,107183,108232,'是','*',2,'*','*',
'南宁-1','卫星-21',113655,114810,113635,114830,'是','*',2,'*','*',
'南宁-1','卫星-21',148856,149823,148836,149843,'是','*',2,'*','*',
'南宁-1','卫星-21',155324,156489,155304,156509,'是','*',2,'*','*',
'南宁-1','卫星-21',162158,162598,162138,162618,'是','*',2,'*','*',
'南宁-1','卫星-21',192291,193195,192271,193215,'是','*',3,'*','*',
'南宁-1','卫星-21',198664,199841,198644,199861,'是','*',3,'*','*',
'南宁-1','卫星-21',205565,206144,205545,206164,'是','*',3,'*','*',
'南宁-1','卫星-21',233931,234770,233911,234790,'是','*',3,'*','*',
'南宁-1','卫星-21',240342,241522,240322,241542,'是','*',3,'*','*',
'南宁-1','卫星-21',247067,247776,247047,247796,'是','*',3,'*','*',
'南宁-2','卫星-21',22135,23218,22115,23238,'是','*',1,'*','*',
'南宁-2','卫星-21',28659,29773,28639,29793,'是','*',1,'*','*',
'南宁-2','卫星-21',63796,64853,63776,64873,'是','*',1,'*','*',
'南宁-2','卫星-21',70311,71442,70291,71462,'是','*',1,'*','*',
'南宁-2','卫星-21',107205,108214,107185,108234,'是','*',2,'*','*',
'南宁-2','卫星-21',113657,114812,113637,114832,'是','*',2,'*','*',
'南宁-2','卫星-21',148854,149822,148834,149842,'是','*',2,'*','*',
'南宁-2','卫星-21',155322,156487,155302,156507,'是','*',2,'*','*',
'南宁-2','卫星-21',162155,162598,162135,162618,'是','*',2,'*','*',
'南宁-2','卫星-21',192293,193197,192273,193217,'是','*',3,'*','*',
'南宁-2','卫星-21',198666,199843,198646,199863,'是','*',3,'*','*',
'南宁-2','卫星-21',205567,206147,205547,206167,'是','*',3,'*','*',
'南宁-2','卫星-21',233928,234768,233908,234788,'是','*',3,'*','*',
'南宁-2','卫星-21',240340,241521,240320,241541,'是','*',3,'*','*',
'南宁-2','卫星-21',247065,247775,247045,247795,'是','*',3,'*','*',
'喀什-1','卫星-21',29003,30056,28983,30076,'是','*',1,'*','*',
'喀什-1','卫星-21',35469,36642,35449,36662,'是','*',1,'*','*',
'喀什-1','卫星-21',42340,43081,42320,43101,'是','*',1,'*','*',
'喀什-1','卫星-21',70009,71057,69989,71077,'是','*',1,'*','*',
'喀什-1','卫星-21',76534,77707,76514,77727,'是','*',1,'*','*',
'喀什-1','卫星-21',83198,83973,83178,83993,'是','*',1,'*','*',
'喀什-1','卫星-21',114076,115060,114056,115080,'是','*',2,'*','*',
'喀什-1','卫星-21',120481,121666,120461,121686,'是','*',2,'*','*',
'喀什-1','卫星-21',127267,128142,127247,128162,'是','*',2,'*','*',
'喀什-1','卫星-21',155050,156024,155030,156044,'是','*',2,'*','*',
'喀什-1','卫星-21',161553,162738,161533,162758,'是','*',2,'*','*',
'喀什-1','卫星-21',168185,169077,168165,169097,'是','*',2,'*','*',
'喀什-1','卫星-21',199162,200056,199142,200076,'是','*',3,'*','*',
'喀什-1','卫星-21',205502,206687,205482,206707,'是','*',3,'*','*',
'喀什-1','卫星-21',212217,213190,212197,213210,'是','*',3,'*','*',
'喀什-1','卫星-21',240098,240974,240078,240994,'是','*',3,'*','*',
'喀什-1','卫星-21',246574,247759,246554,247779,'是','*',3,'*','*',
'喀什-1','卫星-21',253181,254164,253161,254184,'是','*',3,'*','*',
'上海-2','卫星-21',15974,16807,15954,16827,'是','*',1,'*','*',
'上海-2','卫星-21',22283,23466,22263,23486,'是','*',1,'*','*',
'上海-2','卫星-21',29008,29943,28988,29963,'是','*',1,'*','*',
'上海-2','卫星-21',57112,57896,57092,57916,'是','*',1,'*','*',
'上海-2','卫星-21',63540,64722,63520,64742,'是','*',1,'*','*',
'上海-2','卫星-21',70156,71119,70136,71139,'是','*',1,'*','*',
'上海-2','卫星-21',101096,101776,101076,101796,'是','*',2,'*','*',
'上海-2','卫星-21',107315,108484,107295,108504,'是','*',2,'*','*',
'上海-2','卫星-21',113968,114993,113948,115013,'是','*',2,'*','*',
'上海-2','卫星-21',142204,142795,142184,142815,'是','*',2,'*','*',
'上海-2','卫星-21',148566,149732,148546,149752,'是','*',2,'*','*',
'上海-2','卫星-21',155154,156196,155134,156216,'是','*',2,'*','*',
'上海-2','卫星-21',186264,186708,186244,186728,'是','*',3,'*','*',
'上海-2','卫星-21',192356,193498,192336,193518,'是','*',3,'*','*',
'上海-2','卫星-21',198944,200035,198924,200055,'是','*',3,'*','*',
'上海-2','卫星-21',227389,227589,227369,227609,'是','*',3,'*','*',
'上海-2','卫星-21',233597,234733,233577,234753,'是','*',3,'*','*',
'上海-2','卫星-21',240159,241259,240139,241279,'是','*',3,'*','*',
'喀什-2','卫星-21',29005,30058,28985,30078,'是','*',1,'*','*',
'喀什-2','卫星-21',35471,36644,35451,36664,'是','*',1,'*','*',
'喀什-2','卫星-21',42340,43084,42320,43104,'是','*',1,'*','*',
'喀什-2','卫星-21',70007,71056,69987,71076,'是','*',1,'*','*',
'喀什-2','卫星-21',76532,77706,76512,77726,'是','*',1,'*','*',
'喀什-2','卫星-21',83196,83972,83176,83992,'是','*',1,'*','*',
'喀什-2','卫星-21',114077,115062,114057,115082,'是','*',2,'*','*',
'喀什-2','卫星-21',120483,121668,120463,121688,'是','*',2,'*','*',
'喀什-2','卫星-21',127269,128144,127249,128164,'是','*',2,'*','*',
'喀什-2','卫星-21',155048,156022,155028,156042,'是','*',2,'*','*',
'喀什-2','卫星-21',161551,162736,161531,162756,'是','*',2,'*','*',
'喀什-2','卫星-21',168182,169076,168162,169096,'是','*',2,'*','*',
'喀什-2','卫星-21',199163,200058,199143,200078,'是','*',3,'*','*',
'喀什-2','卫星-21',205504,206689,205484,206709,'是','*',3,'*','*',
'喀什-2','卫星-21',212219,213192,212199,213212,'是','*',3,'*','*',
'喀什-2','卫星-21',240096,240973,240076,240993,'是','*',3,'*','*',
'喀什-2','卫星-21',246572,247757,246552,247777,'是','*',3,'*','*',
'喀什-2','卫星-21',253179,254162,253159,254182,'是','*',3,'*','*',
'昆明-1','卫星-21',22233,23223,22213,23243,'是','*',1,'*','*',
'昆明-1','卫星-21',28666,29830,28646,29850,'是','*',1,'*','*',
'昆明-1','卫星-21',35689,36051,35669,36071,'是','*',1,'*','*',
'昆明-1','卫星-21',63794,64743,63774,64763,'是','*',1,'*','*',
'昆明-1','卫星-21',70257,71428,70237,71448,'是','*',1,'*','*',
'昆明-1','卫星-21',77032,77602,77012,77622,'是','*',1,'*','*',
'昆明-1','卫星-21',107324,108206,107304,108226,'是','*',2,'*','*',
'昆明-1','卫星-21',113679,114859,113659,114879,'是','*',2,'*','*',
'昆明-1','卫星-21',120531,121213,120511,121233,'是','*',2,'*','*',
'昆明-1','卫星-21',148869,149685,148849,149705,'是','*',2,'*','*',
'昆明-1','卫星-21',155276,156459,155256,156479,'是','*',2,'*','*',
'昆明-1','卫星-21',161970,162749,161950,162769,'是','*',2,'*','*',
'昆明-1','卫星-21',192442,193169,192422,193189,'是','*',3,'*','*',
'昆明-1','卫星-21',198702,199883,198682,199903,'是','*',3,'*','*',
'昆明-1','卫星-21',205448,206308,205428,206328,'是','*',3,'*','*',
'昆明-1','卫星-21',233976,234587,233956,234607,'是','*',3,'*','*',
'昆明-1','卫星-21',240301,241479,240281,241499,'是','*',3,'*','*',
'昆明-1','卫星-21',246940,247858,246920,247878,'是','*',3,'*','*',
'昆明-2','卫星-21',22234,23225,22214,23245,'是','*',1,'*','*',
'昆明-2','卫星-21',28668,29832,28648,29852,'是','*',1,'*','*',
'昆明-2','卫星-21',35689,36055,35669,36075,'是','*',1,'*','*',
'昆明-2','卫星-21',63792,64742,63772,64762,'是','*',1,'*','*',
'昆明-2','卫星-21',70255,71426,70235,71446,'是','*',1,'*','*',
'昆明-2','卫星-21',77029,77601,77009,77621,'是','*',1,'*','*',
'昆明-2','卫星-21',107326,108208,107306,108228,'是','*',2,'*','*',
'昆明-2','卫星-21',113680,114861,113660,114881,'是','*',2,'*','*',
'昆明-2','卫星-21',120532,121216,120512,121236,'是','*',2,'*','*',
'昆明-2','卫星-21',148867,149683,148847,149703,'是','*',2,'*','*',
'昆明-2','卫星-21',155274,156457,155254,156477,'是','*',2,'*','*',
'昆明-2','卫星-21',161968,162748,161948,162768,'是','*',2,'*','*',
'昆明-2','卫星-21',192443,193171,192423,193191,'是','*',3,'*','*',
'昆明-2','卫星-21',198704,199884,198684,199904,'是','*',3,'*','*',
'昆明-2','卫星-21',205449,206310,205429,206330,'是','*',3,'*','*',
'昆明-2','卫星-21',233973,234586,233953,234606,'是','*',3,'*','*',
'昆明-2','卫星-21',240299,241477,240279,241497,'是','*',3,'*','*',
'昆明-2','卫星-21',246938,247856,246918,247876,'是','*',3,'*','*',
'兰州-1','卫星-21',22403,23449,22383,23469,'是','*',1,'*','*',
'兰州-1','卫星-21',28868,30036,28848,30056,'是','*',1,'*','*',
'兰州-1','卫星-21',35784,36425,35764,36445,'是','*',1,'*','*',
'兰州-1','卫星-21',63543,64576,63523,64596,'是','*',1,'*','*',
'兰州-1','卫星-21',70058,71228,70038,71248,'是','*',1,'*','*',
'兰州-1','卫星-21',76751,77461,76731,77481,'是','*',1,'*','*',
'兰州-1','卫星-21',107479,108449,107459,108469,'是','*',2,'*','*',
'兰州-1','卫星-21',113879,115062,113859,115082,'是','*',2,'*','*',
'兰州-1','卫星-21',120693,121506,120673,121526,'是','*',2,'*','*',
'兰州-1','卫星-21',148590,149538,148570,149558,'是','*',2,'*','*',
'兰州-1','卫星-21',155076,156260,155056,156280,'是','*',2,'*','*',
'兰州-1','卫星-21',161726,162577,161706,162597,'是','*',2,'*','*',
'兰州-1','卫星-21',192570,193440,192550,193460,'是','*',3,'*','*',
'兰州-1','卫星-21',198900,200084,198880,200104,'是','*',3,'*','*',
'兰州-1','卫星-21',205632,206565,205612,206585,'是','*',3,'*','*',
'兰州-1','卫星-21',233647,234481,233627,234501,'是','*',3,'*','*',
'兰州-1','卫星-21',240098,241282,240078,241302,'是','*',3,'*','*',
'兰州-1','卫星-21',246715,247671,246695,247691,'是','*',3,'*','*',
'兰州-2','卫星-21',22405,23451,22385,23471,'是','*',1,'*','*',
'兰州-2','卫星-21',28870,30038,28850,30058,'是','*',1,'*','*',
'兰州-2','卫星-21',35784,36429,35764,36449,'是','*',1,'*','*',
'兰州-2','卫星-21',63541,64574,63521,64594,'是','*',1,'*','*',
'兰州-2','卫星-21',70056,71226,70036,71246,'是','*',1,'*','*',
'兰州-2','卫星-21',76748,77460,76728,77480,'是','*',1,'*','*',
'兰州-2','卫星-21',107481,108451,107461,108471,'是','*',2,'*','*',
'兰州-2','卫星-21',113881,115064,113861,115084,'是','*',2,'*','*',
'兰州-2','卫星-21',120694,121508,120674,121528,'是','*',2,'*','*',
'兰州-2','卫星-21',148587,149537,148567,149557,'是','*',2,'*','*',
'兰州-2','卫星-21',155074,156258,155054,156278,'是','*',2,'*','*',
'兰州-2','卫星-21',161723,162576,161703,162596,'是','*',2,'*','*',
'兰州-2','卫星-21',192572,193442,192552,193462,'是','*',3,'*','*',
'兰州-2','卫星-21',198902,200086,198882,200106,'是','*',3,'*','*',
'兰州-2','卫星-21',205634,206568,205614,206588,'是','*',3,'*','*',
'兰州-2','卫星-21',233645,234480,233625,234500,'是','*',3,'*','*',
'兰州-2','卫星-21',240096,241280,240076,241300,'是','*',3,'*','*',
'兰州-2','卫星-21',246713,247670,246693,247690,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',16062,17086,16042,17106,'是','*',1,'*','*',
'哈尔滨-2','卫星-21',22491,23678,22471,23698,'是','*',1,'*','*',
'哈尔滨-2','卫星-21',29243,30197,29223,30217,'是','*',1,'*','*',
'哈尔滨-2','卫星-21',56799,57834,56779,57854,'是','*',1,'*','*',
'哈尔滨-2','卫星-21',63334,64519,63314,64539,'是','*',1,'*','*',
'哈尔滨-2','卫星-21',69942,70885,69922,70905,'是','*',1,'*','*',
'哈尔滨-2','卫星-21',101137,102093,101117,102113,'是','*',2,'*','*',
'哈尔滨-2','卫星-21',107512,108698,107492,108718,'是','*',2,'*','*',
'哈尔滨-2','卫星-21',114206,115231,114186,115251,'是','*',2,'*','*',
'哈尔滨-2','卫星-21',141832,142799,141812,142819,'是','*',2,'*','*',
'哈尔滨-2','卫星-21',148354,149542,148334,149562,'是','*',2,'*','*',
'哈尔滨-2','卫星-21',154947,155962,154927,155982,'是','*',2,'*','*',
'哈尔滨-2','卫星-21',186224,187094,186204,187114,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',192540,193717,192520,193737,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',199181,200262,199161,200282,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',206296,206636,206276,206656,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',226870,227750,226850,227770,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',233376,234556,233356,234576,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',239957,241028,239937,241048,'是','*',3,'*','*',
'哈尔滨-2','卫星-21',246722,247058,246702,247078,'是','*',3,'*','*',
'北京-1','卫星-22',15549,16205,15529,16225,'是','*',1,'*','*',
'北京-1','卫星-22',21747,22901,21727,22921,'是','*',1,'*','*',
'北京-1','卫星-22',28346,29444,28326,29464,'是','*',1,'*','*',
'北京-1','卫星-22',56384,56989,56364,57009,'是','*',1,'*','*',
'北京-1','卫星-22',62786,63940,62766,63960,'是','*',1,'*','*',
'北京-1','卫星-22',69355,70455,69335,70475,'是','*',1,'*','*',
'北京-1','卫星-22',76190,76447,76170,76467,'是','*',1,'*','*',
'北京-1','卫星-22',100712,101148,100692,101168,'是','*',2,'*','*',
'北京-1','卫星-22',106794,107915,106774,107935,'是','*',2,'*','*',
'北京-1','卫星-22',113336,114475,113316,114495,'是','*',2,'*','*',
'北京-1','卫星-22',120350,120841,120330,120861,'是','*',2,'*','*',
'北京-1','卫星-22',141514,141827,141494,141847,'是','*',2,'*','*',
'北京-1','卫星-22',147816,148935,147796,148955,'是','*',2,'*','*',
'北京-1','卫星-22',154367,155507,154347,155527,'是','*',2,'*','*',
'北京-1','卫星-22',161091,161655,161071,161675,'是','*',2,'*','*',
'北京-1','卫星-22',191851,192924,191831,192944,'是','*',3,'*','*',
'北京-1','卫星-22',198336,199503,198316,199523,'是','*',3,'*','*',
'北京-1','卫星-22',205232,205934,205212,205954,'是','*',3,'*','*',
'北京-1','卫星-22',232849,233919,232829,233939,'是','*',3,'*','*',
'北京-1','卫星-22',239382,240549,239362,240569,'是','*',3,'*','*',
'北京-1','卫星-22',246055,246793,246035,246813,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',15437,16420,15417,16440,'是','*',1,'*','*',
'哈尔滨-1','卫星-22',21832,23020,21812,23040,'是','*',1,'*','*',
'哈尔滨-1','卫星-22',28548,29547,28528,29567,'是','*',1,'*','*',
'哈尔滨-1','卫星-22',56153,57146,56133,57166,'是','*',1,'*','*',
'哈尔滨-1','卫星-22',62679,63867,62659,63887,'是','*',1,'*','*',
'哈尔滨-1','卫星-22',69278,70266,69258,70286,'是','*',1,'*','*',
'哈尔滨-1','卫星-22',100519,101423,100499,101443,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',106858,108039,106838,108059,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',113519,114579,113499,114599,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',120733,120879,120713,120899,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',141189,142103,141169,142123,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',147700,148884,147680,148904,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',154286,155336,154266,155356,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',161126,161274,161106,161294,'是','*',2,'*','*',
'哈尔滨-1','卫星-22',185615,186420,185595,186440,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',191892,193057,191872,193077,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',198500,199608,198480,199628,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',205534,206028,205514,206048,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',226230,227045,226210,227065,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',232723,233894,232703,233914,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',239297,240397,239277,240417,'是','*',3,'*','*',
'哈尔滨-1','卫星-22',246013,246504,245993,246524,'是','*',3,'*','*',
'酒泉-1','卫星-22',21905,22828,21885,22848,'是','*',1,'*','*',
'酒泉-1','卫星-22',28265,29451,28245,29471,'是','*',1,'*','*',
'酒泉-1','卫星-22',34997,35948,34977,35968,'是','*',1,'*','*',
'酒泉-1','卫星-22',62842,63751,62822,63771,'是','*',1,'*','*',
'酒泉-1','卫星-22',69328,70514,69308,70534,'是','*',1,'*','*',
'酒泉-1','卫星-22',75940,76902,75920,76922,'是','*',1,'*','*',
'酒泉-1','卫星-22',107003,107818,106983,107838,'是','*',2,'*','*',
'酒泉-1','卫星-22',113293,114470,113273,114490,'是','*',2,'*','*',
'酒泉-1','卫星-22',119960,120991,119940,121011,'是','*',2,'*','*',
'酒泉-1','卫星-22',147897,148687,147877,148707,'是','*',2,'*','*',
'酒泉-1','卫星-22',154351,155529,154331,155549,'是','*',2,'*','*',
'酒泉-1','卫星-22',160942,161978,160922,161998,'是','*',2,'*','*',
'酒泉-1','卫星-22',192122,192795,192102,192815,'是','*',3,'*','*',
'酒泉-1','卫星-22',198330,199487,198310,199507,'是','*',3,'*','*',
'酒泉-1','卫星-22',204936,206027,204916,206047,'是','*',3,'*','*',
'酒泉-1','卫星-22',232971,233594,232951,233614,'是','*',3,'*','*',
'酒泉-1','卫星-22',239377,240535,239357,240555,'是','*',3,'*','*',
'酒泉-1','卫星-22',245949,247042,245929,247062,'是','*',3,'*','*',
'酒泉-1','卫星-22',252826,252985,252806,253005,'是','*',3,'*','*',
'酒泉-2','卫星-22',21906,22830,21886,22850,'是','*',1,'*','*',
'酒泉-2','卫星-22',28267,29453,28247,29473,'是','*',1,'*','*',
'酒泉-2','卫星-22',34999,35951,34979,35971,'是','*',1,'*','*',
'酒泉-2','卫星-22',62839,63749,62819,63769,'是','*',1,'*','*',
'酒泉-2','卫星-22',69326,70512,69306,70532,'是','*',1,'*','*',
'酒泉-2','卫星-22',75938,76901,75918,76921,'是','*',1,'*','*',
'酒泉-2','卫星-22',107004,107821,106984,107841,'是','*',2,'*','*',
'酒泉-2','卫星-22',113295,114472,113275,114492,'是','*',2,'*','*',
'酒泉-2','卫星-22',119961,120993,119941,121013,'是','*',2,'*','*',
'酒泉-2','卫星-22',147895,148686,147875,148706,'是','*',2,'*','*',
'酒泉-2','卫星-22',154349,155527,154329,155547,'是','*',2,'*','*',
'酒泉-2','卫星-22',160940,161976,160920,161996,'是','*',2,'*','*',
'酒泉-2','卫星-22',192123,192798,192103,192818,'是','*',3,'*','*',
'酒泉-2','卫星-22',198331,199489,198311,199509,'是','*',3,'*','*',
'酒泉-2','卫星-22',204938,206029,204918,206049,'是','*',3,'*','*',
'酒泉-2','卫星-22',232968,233594,232948,233614,'是','*',3,'*','*',
'酒泉-2','卫星-22',239375,240533,239355,240553,'是','*',3,'*','*',
'酒泉-2','卫星-22',245947,247040,245927,247060,'是','*',3,'*','*',
'酒泉-2','卫星-22',252818,252990,252798,253010,'是','*',3,'*','*',
'深圳-1','卫星-22',21451,22571,21431,22591,'是','*',1,'*','*',
'深圳-1','卫星-22',28023,29096,28003,29116,'是','*',1,'*','*',
'深圳-1','卫星-22',63134,64233,63114,64253,'是','*',1,'*','*',
'深圳-1','卫星-22',69677,70775,69657,70795,'是','*',1,'*','*',
'深圳-1','卫星-22',106512,107572,106492,107592,'是','*',2,'*','*',
'深圳-1','卫星-22',113011,114141,112991,114161,'是','*',2,'*','*',
'深圳-1','卫星-22',148184,149213,148164,149233,'是','*',2,'*','*',
'深圳-1','卫星-22',154684,155828,154664,155848,'是','*',2,'*','*',
'深圳-1','卫星-22',191587,192563,191567,192583,'是','*',3,'*','*',
'深圳-1','卫星-22',198013,199177,197993,199197,'是','*',3,'*','*',
'深圳-1','卫星-22',205059,205357,205039,205377,'是','*',3,'*','*',
'深圳-1','卫星-22',233247,234175,233227,234195,'是','*',3,'*','*',
'深圳-1','卫星-22',239697,240869,239677,240889,'是','*',3,'*','*',
'深圳-1','卫星-22',246489,247034,246469,247054,'是','*',3,'*','*',
'深圳-2','卫星-22',21449,22569,21429,22589,'是','*',1,'*','*',
'深圳-2','卫星-22',28021,29094,28001,29114,'是','*',1,'*','*',
'深圳-2','卫星-22',63136,64235,63116,64255,'是','*',1,'*','*',
'深圳-2','卫星-22',69679,70777,69659,70797,'是','*',1,'*','*',
'深圳-2','卫星-22',106510,107570,106490,107590,'是','*',2,'*','*',
'深圳-2','卫星-22',113010,114139,112990,114159,'是','*',2,'*','*',
'深圳-2','卫星-22',148186,149215,148166,149235,'是','*',2,'*','*',
'深圳-2','卫星-22',154685,155829,154665,155849,'是','*',2,'*','*',
'深圳-2','卫星-22',191586,192561,191566,192581,'是','*',3,'*','*',
'深圳-2','卫星-22',198011,199175,197991,199195,'是','*',3,'*','*',
'深圳-2','卫星-22',205059,205352,205039,205372,'是','*',3,'*','*',
'深圳-2','卫星-22',233250,234177,233230,234197,'是','*',3,'*','*',
'深圳-2','卫星-22',239699,240870,239679,240890,'是','*',3,'*','*',
'深圳-2','卫星-22',246491,247035,246471,247055,'是','*',3,'*','*',
'拉萨-1','卫星-22',21961,22472,21941,22492,'是','*',1,'*','*',
'拉萨-1','卫星-22',28096,29255,28076,29275,'是','*',1,'*','*',
'拉萨-1','卫星-22',34734,35758,34714,35778,'是','*',1,'*','*',
'拉萨-1','卫星-22',63312,63591,63292,63611,'是','*',1,'*','*',
'拉萨-1','卫星-22',69522,70675,69502,70695,'是','*',1,'*','*',
'拉萨-1','卫星-22',76104,77153,76084,77173,'是','*',1,'*','*',
'拉萨-1','卫星-22',113142,114267,113122,114287,'是','*',2,'*','*',
'拉萨-1','卫星-22',119711,120804,119691,120824,'是','*',2,'*','*',
'拉萨-1','卫星-22',154558,155670,154538,155690,'是','*',2,'*','*',
'拉萨-1','卫星-22',161107,162215,161087,162235,'是','*',2,'*','*',
'拉萨-1','卫星-22',198200,199272,198180,199292,'是','*',3,'*','*',
'拉萨-1','卫星-22',204702,205842,204682,205862,'是','*',3,'*','*',
'拉萨-1','卫星-22',239601,240652,239581,240672,'是','*',3,'*','*',
'拉萨-1','卫星-22',246116,247266,246096,247286,'是','*',3,'*','*',
'拉萨-1','卫星-22',252946,253339,252926,253359,'是','*',3,'*','*',
'拉萨-2','卫星-22',21960,22469,21940,22489,'是','*',1,'*','*',
'拉萨-2','卫星-22',28094,29254,28074,29274,'是','*',1,'*','*',
'拉萨-2','卫星-22',34732,35756,34712,35776,'是','*',1,'*','*',
'拉萨-2','卫星-22',63318,63590,63298,63610,'是','*',1,'*','*',
'拉萨-2','卫星-22',69524,70677,69504,70697,'是','*',1,'*','*',
'拉萨-2','卫星-22',76106,77154,76086,77174,'是','*',1,'*','*',
'拉萨-2','卫星-22',113140,114265,113120,114285,'是','*',2,'*','*',
'拉萨-2','卫星-22',119709,120802,119689,120822,'是','*',2,'*','*',
'拉萨-2','卫星-22',154560,155672,154540,155692,'是','*',2,'*','*',
'拉萨-2','卫星-22',161109,162217,161089,162237,'是','*',2,'*','*',
'拉萨-2','卫星-22',198199,199270,198179,199290,'是','*',3,'*','*',
'拉萨-2','卫星-22',204700,205840,204680,205860,'是','*',3,'*','*',
'拉萨-2','卫星-22',239603,240654,239583,240674,'是','*',3,'*','*',
'拉萨-2','卫星-22',246118,247268,246098,247288,'是','*',3,'*','*',
'拉萨-2','卫星-22',252950,253339,252930,253359,'是','*',3,'*','*',
'重庆-1','卫星-22',21642,22667,21622,22687,'是','*',1,'*','*',
'重庆-1','卫星-22',28098,29260,28078,29280,'是','*',1,'*','*',
'重庆-1','卫星-22',35099,35536,35079,35556,'是','*',1,'*','*',
'重庆-1','卫星-22',63031,64028,63011,64048,'是','*',1,'*','*',
'重庆-1','卫星-22',69522,70690,69502,70710,'是','*',1,'*','*',
