µÿ√Ê’æ±Í ∂,Œ¿–«±Í ∂,ø™ ºΩ®¡¥ ±º‰,Ω· ¯Ω®¡¥ ±º‰,ø™ º∏˙◊Ÿ ±º‰,Ω· ¯∏˙◊Ÿ ±º‰, «∑Ò¿°µÁ,◊Ó¥Û—ˆΩ«,»ŒŒÒ÷¥––»’∆⁄,»¶¥Œ,…˝ΩµπÏ±Í ∂,”≈œ»º∂
'gabor-2',Œ¿–«-7',115536,116698,115516,116718,' «','*',2,'*','*',
'gabor-2',Œ¿–«-7',122373,122796,122353,122816,' «','*',2,'*','*',
'gabor-2',Œ¿–«-7',152545,153471,152525,153491,' «','*',2,'*','*',
'gabor-2',Œ¿–«-7',158932,160108,158912,160128,' «','*',2,'*','*',
'gabor-2',Œ¿–«-7',165844,166414,165824,166434,' «','*',2,'*','*',
'gabor-2',Œ¿–«-7',194124,194995,194104,195015,' «','*',3,'*','*',
'gabor-2',Œ¿–«-7',200553,201733,200533,201753,' «','*',3,'*','*',
'gabor-2',Œ¿–«-7',207281,207977,207261,207997,' «','*',3,'*','*',
'gabor-2',Œ¿–«-7',237652,238442,237632,238462,' «','*',3,'*','*',
'gabor-2',Œ¿–«-7',243950,245133,243930,245153,' «','*',3,'*','*',
'gabor-2',Œ¿–«-7',250738,251529,250718,251549,' «','*',3,'*','*',
'hongkong-1',Œ¿–«-7',5217,6355,5197,6375,' «','*',1,'*','*',
'hongkong-1',Œ¿–«-7',11820,12862,11800,12882,' «','*',1,'*','*',
'hongkong-1',Œ¿–«-7',46915,48038,46895,48058,' «','*',1,'*','*',
'hongkong-1',Œ¿–«-7',53478,54549,53458,54569,' «','*',1,'*','*',
'hongkong-1',Œ¿–«-7',90272,91359,90252,91379,' «','*',2,'*','*',
'hongkong-1',Œ¿–«-7',96802,97911,96782,97931,' «','*',2,'*','*',
'hongkong-1',Œ¿–«-7',131962,133024,131942,133044,' «','*',2,'*','*',
'hongkong-1',Œ¿–«-7',138481,139607,138461,139627,' «','*',2,'*','*',
'hongkong-1',Œ¿–«-7',175341,176355,175321,176375,' «','*',3,'*','*',
'hongkong-1',Œ¿–«-7',181798,182950,181778,182970,' «','*',3,'*','*',
'hongkong-1',Œ¿–«-7',217019,217994,216999,218014,' «','*',3,'*','*',
'hongkong-1',Œ¿–«-7',223491,224653,223471,224673,' «','*',3,'*','*',
'hongkong-1',Œ¿–«-7',230353,230733,230333,230753,' «','*',3,'*','*',
'hongkong-2',Œ¿–«-7',5215,6353,5195,6373,' «','*',1,'*','*',
'hongkong-2',Œ¿–«-7',11818,12860,11798,12880,' «','*',1,'*','*',
'hongkong-2',Œ¿–«-7',46917,48039,46897,48059,' «','*',1,'*','*',
'hongkong-2',Œ¿–«-7',53480,54550,53460,54570,' «','*',1,'*','*',
'hongkong-2',Œ¿–«-7',90270,91357,90250,91377,' «','*',2,'*','*',
'hongkong-2',Œ¿–«-7',96800,97909,96780,97929,' «','*',2,'*','*',
'hongkong-2',Œ¿–«-7',131964,133026,131944,133046,' «','*',2,'*','*',
'hongkong-2',Œ¿–«-7',138483,139609,138463,139629,' «','*',2,'*','*',
'hongkong-2',Œ¿–«-7',175339,176353,175319,176373,' «','*',3,'*','*',
'hongkong-2',Œ¿–«-7',181797,182948,181777,182968,' «','*',3,'*','*',
'hongkong-2',Œ¿–«-7',217021,217996,217001,218016,' «','*',3,'*','*',
'hongkong-2',Œ¿–«-7',223492,224654,223472,224674,' «','*',3,'*','*',
'hongkong-2',Œ¿–«-7',230357,230734,230337,230754,' «','*',3,'*','*',
'houston-1',Œ¿–«-7',7607,8511,7587,8531,' «','*',1,'*','*',
'houston-1',Œ¿–«-7',14061,15242,14041,15262,' «','*',1,'*','*',
'houston-1',Œ¿–«-7',20753,21518,20733,21538,' «','*',1,'*','*',
'houston-1',Œ¿–«-7',51334,52157,51314,52177,' «','*',1,'*','*',
'houston-1',Œ¿–«-7',57645,58828,57625,58848,' «','*',1,'*','*',
'houston-1',Œ¿–«-7',64410,65264,64390,65284,' «','*',1,'*','*',
'houston-1',Œ¿–«-7',92683,93441,92663,93461,' «','*',2,'*','*',
'houston-1',Œ¿–«-7',99083,100266,99063,100286,' «','*',2,'*','*',
'houston-1',Œ¿–«-7',105726,106627,105706,106647,' «','*',2,'*','*',
'houston-1',Œ¿–«-7',136463,137115,136443,137135,' «','*',2,'*','*',
'houston-1',Œ¿–«-7',142674,143847,142654,143867,' «','*',2,'*','*',
'houston-1',Œ¿–«-7',149357,150328,149337,150348,' «','*',2,'*','*',
'houston-1',Œ¿–«-7',177796,178326,177776,178346,' «','*',3,'*','*',
'houston-1',Œ¿–«-7',184110,185279,184090,185299,' «','*',3,'*','*',
'houston-1',Œ¿–«-7',190714,191715,190694,191735,' «','*',3,'*','*',
'houston-1',Œ¿–«-7',221656,222018,221636,222038,' «','*',3,'*','*',
'houston-1',Œ¿–«-7',227714,228862,227694,228882,' «','*',3,'*','*',
'houston-1',Œ¿–«-7',234324,235379,234304,235399,' «','*',3,'*','*',
'houston-2',Œ¿–«-7',7609,8512,7589,8532,' «','*',1,'*','*',
'houston-2',Œ¿–«-7',14063,15244,14043,15264,' «','*',1,'*','*',
'houston-2',Œ¿–«-7',20755,21519,20735,21539,' «','*',1,'*','*',
'houston-2',Œ¿–«-7',51332,52155,51312,52175,' «','*',1,'*','*',
'houston-2',Œ¿–«-7',57643,58826,57623,58846,' «','*',1,'*','*',
'houston-2',Œ¿–«-7',64408,65261,64388,65281,' «','*',1,'*','*',
'houston-2',Œ¿–«-7',92686,93442,92666,93462,' «','*',2,'*','*',
'houston-2',Œ¿–«-7',99085,100267,99065,100287,' «','*',2,'*','*',
'houston-2',Œ¿–«-7',105728,106629,105708,106649,' «','*',2,'*','*',
'houston-2',Œ¿–«-7',136462,137112,136442,137132,' «','*',2,'*','*',
'houston-2',Œ¿–«-7',142672,143846,142652,143866,' «','*',2,'*','*',
'houston-2',Œ¿–«-7',149355,150326,149335,150346,' «','*',2,'*','*',
'houston-2',Œ¿–«-7',177800,178326,177780,178346,' «','*',3,'*','*',
'houston-2',Œ¿–«-7',184112,185280,184092,185300,' «','*',3,'*','*',
'houston-2',Œ¿–«-7',190716,191716,190696,191736,' «','*',3,'*','*',
'houston-2',Œ¿–«-7',221656,222014,221636,222034,' «','*',3,'*','*',
'houston-2',Œ¿–«-7',227712,228860,227692,228880,' «','*',3,'*','*',
'houston-2',Œ¿–«-7',234322,235377,234302,235397,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',0,260,-20,280,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',5801,6896,5781,6916,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',12286,13472,12266,13492,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',19040,20025,19020,20045,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',26148,26527,26128,26547,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',39787,40528,39767,40548,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',46326,47446,46306,47466,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',52889,54067,52869,54087,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',59483,60423,59463,60443,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',84740,85246,84720,85266,' «','*',1,'*','*',
'irkut-1',Œ¿–«-7',90858,91911,90838,91931,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',97302,98491,97282,98511,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',104009,105048,103989,105068,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',111045,111569,111025,111589,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',124817,125455,124797,125475,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',131348,132431,131328,132451,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',137908,139095,137888,139115,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',144494,145497,144474,145517,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',151212,151523,151192,151543,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',169903,170203,169883,170223,' «','*',2,'*','*',
'irkut-1',Œ¿–«-7',175924,176924,175904,176944,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',182324,183511,182304,183531,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',188986,190071,188966,190091,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',195960,196602,195940,196622,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',209851,210369,209831,210389,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',216371,217408,216351,217428,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',222927,224117,222907,224137,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',229508,230562,229488,230582,' «','*',3,'*','*',
'irkut-1',Œ¿–«-7',236171,236683,236151,236703,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',0,256,-20,276,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',5799,6894,5779,6914,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',12285,13470,12265,13490,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',19039,20022,19019,20042,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',26153,26520,26133,26540,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',39791,40528,39771,40548,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',46328,47448,46308,47468,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',52891,54069,52871,54089,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',59485,60424,59465,60444,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',84741,85242,84721,85262,' «','*',1,'*','*',
'irkut-2',Œ¿–«-7',90857,91909,90837,91929,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',97300,98490,97280,98510,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',104008,105046,103988,105066,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',111048,111564,111028,111584,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',124821,125454,124801,125474,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',131350,132433,131330,132453,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',137910,139097,137890,139117,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',144496,145498,144476,145518,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',151218,151519,151198,151539,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',169906,170197,169886,170217,' «','*',2,'*','*',
'irkut-2',Œ¿–«-7',175923,176922,175903,176942,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',182322,183509,182302,183529,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',188985,190069,188965,190089,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',195961,196598,195941,196618,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',209856,210367,209836,210387,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',216373,217410,216353,217430,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',222929,224119,222909,224139,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',229510,230563,229490,230583,' «','*',3,'*','*',
'irkut-2',Œ¿–«-7',236175,236682,236155,236702,' «','*',3,'*','*',
'islama-1',Œ¿–«-7',12081,13041,12061,13061,' «','*',1,'*','*',
'islama-1',Œ¿–«-7',18478,19660,18458,19680,' «','*',1,'*','*',
'islama-1',Œ¿–«-7',25314,26077,25294,26097,' «','*',1,'*','*',
'islama-1',Œ¿–«-7',53296,54228,53276,54248,' «','*',1,'*','*',
'islama-1',Œ¿–«-7',59770,60953,59750,60973,' «','*',1,'*','*',
'islama-1',Œ¿–«-7',66437,67253,66417,67273,' «','*',1,'*','*',
'islama-1',Œ¿–«-7',97176,98027,97156,98047,' «','*',2,'*','*',
'islama-1',Œ¿–«-7',103498,104683,103478,104703,' «','*',2,'*','*',
'islama-1',Œ¿–«-7',110245,111146,110225,111166,' «','*',2,'*','*',
'islama-1',Œ¿–«-7',138360,139167,138340,139187,' «','*',2,'*','*',
'islama-1',Œ¿–«-7',144792,145976,144772,145996,' «','*',2,'*','*',
'islama-1',Œ¿–«-7',151420,152353,151400,152373,' «','*',2,'*','*',
'islama-1',Œ¿–«-7',182294,182998,182274,183018,' «','*',3,'*','*',
'islama-1',Œ¿–«-7',188528,189701,188508,189721,' «','*',3,'*','*',
'islama-1',Œ¿–«-7',195200,196201,195180,196221,' «','*',3,'*','*',
'islama-1',Œ¿–«-7',223448,224072,223428,224092,' «','*',3,'*','*',
'islama-1',Œ¿–«-7',229818,230989,229798,231009,' «','*',3,'*','*',
'islama-1',Œ¿–«-7',236415,237435,236395,237455,' «','*',3,'*','*',
'islama-2',Œ¿–«-7',12080,13039,12060,13059,' «','*',1,'*','*',
'islama-2',Œ¿–«-7',18476,19658,18456,19678,' «','*',1,'*','*',
'islama-2',Œ¿–«-7',25313,26074,25293,26094,' «','*',1,'*','*',
'islama-2',Œ¿–«-7',53298,54230,53278,54250,' «','*',1,'*','*',
'islama-2',Œ¿–«-7',59772,60955,59752,60975,' «','*',1,'*','*',
'islama-2',Œ¿–«-7',66440,67254,66420,67274,' «','*',1,'*','*',
'islama-2',Œ¿–«-7',97174,98025,97154,98045,' «','*',2,'*','*',
'islama-2',Œ¿–«-7',103496,104681,103476,104701,' «','*',2,'*','*',
'islama-2',Œ¿–«-7',110244,111144,110224,111164,' «','*',2,'*','*',
'islama-2',Œ¿–«-7',138363,139168,138343,139188,' «','*',2,'*','*',
'islama-2',Œ¿–«-7',144794,145978,144774,145998,' «','*',2,'*','*',
'islama-2',Œ¿–«-7',151423,152354,151403,152374,' «','*',2,'*','*',
'islama-2',Œ¿–«-7',182293,182995,182273,183015,' «','*',3,'*','*',
'islama-2',Œ¿–«-7',188526,189700,188506,189720,' «','*',3,'*','*',
'islama-2',Œ¿–«-7',195198,196198,195178,196218,' «','*',3,'*','*',
'islama-2',Œ¿–«-7',223452,224073,223432,224093,' «','*',3,'*','*',
'islama-2',Œ¿–«-7',229820,230990,229800,231010,' «','*',3,'*','*',
'islama-2',Œ¿–«-7',236417,237436,236397,237456,' «','*',3,'*','*',
'jakarta-1',Œ¿–«-7',4757,5772,4737,5792,' «','*',1,'*','*',
'jakarta-1',Œ¿–«-7',11240,12369,11220,12389,' «','*',1,'*','*',
'jakarta-1',Œ¿–«-7',47529,48491,47509,48511,' «','*',1,'*','*',
'jakarta-1',Œ¿–«-7',53965,55116,53945,55136,' «','*',1,'*','*',
'jakarta-1',Œ¿–«-7',89836,90736,89816,90756,' «','*',2,'*','*',
'jakarta-1',Œ¿–«-7',96247,97412,96227,97432,' «','*',2,'*','*',
'jakarta-1',Œ¿–«-7',132628,133450,132608,133470,' «','*',2,'*','*',
'jakarta-1',Œ¿–«-7',138977,140152,138957,140172,' «','*',2,'*','*',
'jakarta-1',Œ¿–«-7',145908,146321,145888,146341,' «','*',2,'*','*',
'jakarta-1',Œ¿–«-7',174945,175669,174925,175689,' «','*',3,'*','*',
'jakarta-1',Œ¿–«-7',181265,182444,181245,182464,' «','*',3,'*','*',
'jakarta-1',Œ¿–«-7',188071,188676,188051,188696,' «','*',3,'*','*',
'jakarta-1',Œ¿–«-7',217767,218371,217747,218391,' «','*',3,'*','*',
'jakarta-1',Œ¿–«-7',223998,225178,223978,225198,' «','*',3,'*','*',
'jakarta-1',Œ¿–«-7',230773,231498,230753,231518,' «','*',3,'*','*',
'jakarta-2',Œ¿–«-7',4755,5770,4735,5790,' «','*',1,'*','*',
'jakarta-2',Œ¿–«-7',11238,12367,11218,12387,' «','*',1,'*','*',
'jakarta-2',Œ¿–«-7',47531,48493,47511,48513,' «','*',1,'*','*',
'jakarta-2',Œ¿–«-7',53967,55118,53947,55138,' «','*',1,'*','*',
'jakarta-2',Œ¿–«-7',89834,90734,89814,90754,' «','*',2,'*','*',
'jakarta-2',Œ¿–«-7',96246,97410,96226,97430,' «','*',2,'*','*',
'jakarta-2',Œ¿–«-7',132629,133452,132609,133472,' «','*',2,'*','*',
'jakarta-2',Œ¿–«-7',138978,140154,138958,140174,' «','*',2,'*','*',
'jakarta-2',Œ¿–«-7',145910,146323,145890,146343,' «','*',2,'*','*',
'jakarta-2',Œ¿–«-7',174943,175668,174923,175688,' «','*',3,'*','*',
'jakarta-2',Œ¿–«-7',181263,182443,181243,182463,' «','*',3,'*','*',
'jakarta-2',Œ¿–«-7',188069,188674,188049,188694,' «','*',3,'*','*',
'jakarta-2',Œ¿–«-7',217769,218374,217749,218394,' «','*',3,'*','*',
'jakarta-2',Œ¿–«-7',224000,225180,223980,225200,' «','*',3,'*','*',
'jakarta-2',Œ¿–«-7',230775,231500,230755,231520,' «','*',3,'*','*',
'khart-1',Œ¿–«-7',24713,25850,24693,25870,' «','*',1,'*','*',
'khart-1',Œ¿–«-7',31322,32340,31302,32360,' «','*',1,'*','*',
'khart-1',Œ¿–«-7',66667,67784,66647,67804,' «','*',1,'*','*',
'khart-1',Œ¿–«-7',73233,74288,73213,74308,' «','*',1,'*','*',
'khart-1',Œ¿–«-7',109768,110852,109748,110872,' «','*',2,'*','*',
'khart-1',Œ¿–«-7',116302,117396,116282,117416,' «','*',2,'*','*',
'khart-1',Œ¿–«-7',151718,152771,151698,152791,' «','*',2,'*','*',
'khart-1',Œ¿–«-7',158231,159348,158211,159368,' «','*',2,'*','*',
'khart-1',Œ¿–«-7',194837,195843,194817,195863,' «','*',3,'*','*',
'khart-1',Œ¿–«-7',201297,202441,201277,202461,' «','*',3,'*','*',
'khart-1',Œ¿–«-7',236783,237741,236763,237761,' «','*',3,'*','*',
'khart-1',Œ¿–«-7',243238,244396,243218,244416,' «','*',3,'*','*',
'khart-2',Œ¿–«-7',24711,25848,24691,25868,' «','*',1,'*','*',
'khart-2',Œ¿–«-7',31320,32338,31300,32358,' «','*',1,'*','*',
'khart-2',Œ¿–«-7',66669,67786,66649,67806,' «','*',1,'*','*',
'khart-2',Œ¿–«-7',73235,74289,73215,74309,' «','*',1,'*','*',
'khart-2',Œ¿–«-7',109766,110850,109746,110870,' «','*',2,'*','*',
'khart-2',Œ¿–«-7',116300,117394,116280,117414,' «','*',2,'*','*',
'khart-2',Œ¿–«-7',151720,152773,151700,152793,' «','*',2,'*','*',
'khart-2',Œ¿–«-7',158232,159350,158212,159370,' «','*',2,'*','*',
'khart-2',Œ¿–«-7',194836,195841,194816,195861,' «','*',3,'*','*',
'khart-2',Œ¿–«-7',201295,202439,201275,202459,' «','*',3,'*','*',
'khart-2',Œ¿–«-7',236785,237743,236765,237763,' «','*',3,'*','*',
'khart-2',Œ¿–«-7',243240,244397,243220,244417,' «','*',3,'*','*',
'kinshasa-1',Œ¿–«-7',24568,25271,24548,25291,' «','*',1,'*','*',
'kinshasa-1',Œ¿–«-7',30872,32052,30852,32072,' «','*',1,'*','*',
'kinshasa-1',Œ¿–«-7',37676,38296,37656,38316,' «','*',1,'*','*',
'kinshasa-1',Œ¿–«-7',67318,67891,67298,67911,' «','*',1,'*','*',
'kinshasa-1',Œ¿–«-7',73537,74717,73517,74737,' «','*',1,'*','*',
'kinshasa-1',Œ¿–«-7',80301,81039,80281,81059,' «','*',1,'*','*',
'kinshasa-1',Œ¿–«-7',109761,110123,109741,110143,' «','*',2,'*','*',
'kinshasa-1',Œ¿–«-7',115900,117073,115880,117093,' «','*',2,'*','*',
'kinshasa-1',Œ¿–«-7',122598,123432,122578,123452,' «','*',2,'*','*',
'kinshasa-1',Œ¿–«-7',158570,159733,158550,159753,' «','*',2,'*','*',
'kinshasa-1',Œ¿–«-7',165238,166147,165218,166167,' «','*',2,'*','*',
'kinshasa-1',Œ¿–«-7',200937,202084,200917,202104,' «','*',3,'*','*',
'kinshasa-1',Œ¿–«-7',207558,208528,207538,208548,' «','*',3,'*','*',
'kinshasa-1',Œ¿–«-7',243615,244739,243595,244759,' «','*',3,'*','*',
'kinshasa-1',Œ¿–«-7',250205,251226,250185,251246,' «','*',3,'*','*',
'kinshasa-2',Œ¿–«-7',24570,25273,24550,25293,' «','*',1,'*','*',
'kinshasa-2',Œ¿–«-7',30874,32054,30854,32074,' «','*',1,'*','*',
'kinshasa-2',Œ¿–«-7',37678,38298,37658,38318,' «','*',1,'*','*',
'kinshasa-2',Œ¿–«-7',67316,67889,67296,67909,' «','*',1,'*','*',
'kinshasa-2',Œ¿–«-7',73536,74715,73516,74735,' «','*',1,'*','*',
'kinshasa-2',Œ¿–«-7',80299,81037,80279,81057,' «','*',1,'*','*',
'kinshasa-2',Œ¿–«-7',109764,110125,109744,110145,' «','*',2,'*','*',
'kinshasa-2',Œ¿–«-7',115902,117075,115882,117095,' «','*',2,'*','*',
'kinshasa-2',Œ¿–«-7',122600,123434,122580,123454,' «','*',2,'*','*',
'kinshasa-2',Œ¿–«-7',158569,159731,158549,159751,' «','*',2,'*','*',
'kinshasa-2',Œ¿–«-7',165237,166145,165217,166165,' «','*',2,'*','*',
'kinshasa-2',Œ¿–«-7',200939,202086,200919,202106,' «','*',3,'*','*',
'kinshasa-2',Œ¿–«-7',207560,208529,207540,208549,' «','*',3,'*','*',
'kinshasa-2',Œ¿–«-7',243613,244738,243593,244758,' «','*',3,'*','*',
'kinshasa-2',Œ¿–«-7',250203,251224,250183,251244,' «','*',3,'*','*',
'mexico-1',Œ¿–«-7',7925,8575,7905,8595,' «','*',1,'*','*',
'mexico-1',Œ¿–«-7',14246,15427,14226,15447,' «','*',1,'*','*',
'mexico-1',Œ¿–«-7',20932,21753,20912,21773,' «','*',1,'*','*',
'mexico-1',Œ¿–«-7',51304,51828,51284,51848,' «','*',1,'*','*',
'mexico-1',Œ¿–«-7',57465,58638,57445,58658,' «','*',1,'*','*',
'mexico-1',Œ¿–«-7',64171,65069,64151,65089,' «','*',1,'*','*',
'mexico-1',Œ¿–«-7',93134,93381,93114,93401,' «','*',2,'*','*',
'mexico-1',Œ¿–«-7',99276,100441,99256,100461,' «','*',2,'*','*',
'mexico-1',Œ¿–«-7',105902,106855,105882,106875,' «','*',2,'*','*',
'mexico-1',Œ¿–«-7',142505,143652,142485,143672,' «','*',2,'*','*',
'mexico-1',Œ¿–«-7',149129,150139,149109,150159,' «','*',2,'*','*',
'mexico-1',Œ¿–«-7',184313,185444,184293,185464,' «','*',3,'*','*',
'mexico-1',Œ¿–«-7',190888,191934,190868,191954,' «','*',3,'*','*',
'mexico-1',Œ¿–«-7',227557,228657,227537,228677,' «','*',3,'*','*',
'mexico-1',Œ¿–«-7',234106,235194,234086,235214,' «','*',3,'*','*',
'mexico-2',Œ¿–«-7',7923,8574,7903,8594,' «','*',1,'*','*',
'mexico-2',Œ¿–«-7',14244,15425,14224,15445,' «','*',1,'*','*',
'mexico-2',Œ¿–«-7',20930,21752,20910,21772,' «','*',1,'*','*',
'mexico-2',Œ¿–«-7',51305,51831,51285,51851,' «','*',1,'*','*',
'mexico-2',Œ¿–«-7',57467,58640,57447,58660,' «','*',1,'*','*',
'mexico-2',Œ¿–«-7',64173,65071,64153,65091,' «','*',1,'*','*',
'mexico-2',Œ¿–«-7',93130,93381,93110,93401,' «','*',2,'*','*',
'mexico-2',Œ¿–«-7',99274,100439,99254,100459,' «','*',2,'*','*',
'mexico-2',Œ¿–«-7',105900,106853,105880,106873,' «','*',2,'*','*',
'mexico-2',Œ¿–«-7',142507,143653,142487,143673,' «','*',2,'*','*',
'mexico-2',Œ¿–«-7',149131,150141,149111,150161,' «','*',2,'*','*',
'mexico-2',Œ¿–«-7',184311,185442,184291,185462,' «','*',3,'*','*',
'mexico-2',Œ¿–«-7',190886,191932,190866,191952,' «','*',3,'*','*',
'mexico-2',Œ¿–«-7',227559,228659,227539,228679,' «','*',3,'*','*',
'mexico-2',Œ¿–«-7',234108,235196,234088,235216,' «','*',3,'*','*',
'north-1',Œ¿–«-7',61,1164,41,1184,' «','*',1,'*','*',
'north-1',Œ¿–«-7',6537,7598,6517,7618,' «','*',1,'*','*',
'north-1',Œ¿–«-7',12981,14039,12961,14059,' «','*',1,'*','*',
'north-1',Œ¿–«-7',19415,20510,19395,20530,' «','*',1,'*','*',
'north-1',Œ¿–«-7',25870,27018,25850,27038,' «','*',1,'*','*',
'north-1',Œ¿–«-7',32374,33559,32354,33579,' «','*',1,'*','*',
'north-1',Œ¿–«-7',38937,40132,38917,40152,' «','*',1,'*','*',
'north-1',Œ¿–«-7',45552,46736,45532,46756,' «','*',1,'*','*',
'north-1',Œ¿–«-7',52192,53367,52172,53387,' «','*',1,'*','*',
'north-1',Œ¿–«-7',58829,60010,58809,60030,' «','*',1,'*','*',
'north-1',Œ¿–«-7',65442,66635,65422,66655,' «','*',1,'*','*',
'north-1',Œ¿–«-7',72024,73215,72004,73235,' «','*',1,'*','*',
'north-1',Œ¿–«-7',78574,79736,78554,79756,' «','*',1,'*','*',
'north-1',Œ¿–«-7',85092,86203,85072,86223,' «','*',1,'*','*',
'north-1',Œ¿–«-7',91574,92639,91554,92659,' «','*',2,'*','*',
'north-1',Œ¿–«-7',98022,99077,98002,99097,' «','*',2,'*','*',
'north-1',Œ¿–«-7',104455,105543,104435,105563,' «','*',2,'*','*',
'north-1',Œ¿–«-7',110905,112045,110885,112065,' «','*',2,'*','*',
'north-1',Œ¿–«-7',117400,118581,117380,118601,' «','*',2,'*','*',
'north-1',Œ¿–«-7',123954,125149,123934,125169,' «','*',2,'*','*',
'north-1',Œ¿–«-7',130561,131747,130541,131767,' «','*',2,'*','*',
'north-1',Œ¿–«-7',137200,138375,137180,138395,' «','*',2,'*','*',
'north-1',Œ¿–«-7',143839,145017,143819,145037,' «','*',2,'*','*',
'north-1',Œ¿–«-7',150456,151647,150436,151667,' «','*',2,'*','*',
'north-1',Œ¿–«-7',157043,158236,157023,158256,' «','*',2,'*','*',
'north-1',Œ¿–«-7',163599,164767,163579,164787,' «','*',2,'*','*',
'north-1',Œ¿–«-7',170122,171242,170102,171262,' «','*',2,'*','*',
'north-1',Œ¿–«-7',176610,177681,176590,177701,' «','*',3,'*','*',
'north-1',Œ¿–«-7',183063,184116,183043,184136,' «','*',3,'*','*',
'north-1',Œ¿–«-7',189496,190576,189476,190596,' «','*',3,'*','*',
'north-1',Œ¿–«-7',195941,197072,195921,197092,' «','*',3,'*','*',
'north-1',Œ¿–«-7',202427,203603,202407,203623,' «','*',3,'*','*',
'north-1',Œ¿–«-7',208971,210166,208951,210186,' «','*',3,'*','*',
'north-1',Œ¿–«-7',215571,216760,215551,216780,' «','*',3,'*','*',
'north-1',Œ¿–«-7',222207,223383,222187,223403,' «','*',3,'*','*',
'north-1',Œ¿–«-7',228848,230024,228828,230044,' «','*',3,'*','*',
'north-1',Œ¿–«-7',235469,236659,235449,236679,' «','*',3,'*','*',
'north-1',Œ¿–«-7',242061,243256,242041,243276,' «','*',3,'*','*',
'north-1',Œ¿–«-7',248622,249796,248602,249816,' «','*',3,'*','*',
'north-1',Œ¿–«-7',255151,256279,255131,256299,' «','*',3,'*','*',
'north-2',Œ¿–«-7',63,1164,43,1184,' «','*',1,'*','*',
'north-2',Œ¿–«-7',6539,7597,6519,7617,' «','*',1,'*','*',
'north-2',Œ¿–«-7',12982,14038,12962,14058,' «','*',1,'*','*',
'north-2',Œ¿–«-7',19414,20509,19394,20529,' «','*',1,'*','*',
'north-2',Œ¿–«-7',25868,27016,25848,27036,' «','*',1,'*','*',
'north-2',Œ¿–«-7',32372,33558,32352,33578,' «','*',1,'*','*',
'north-2',Œ¿–«-7',38936,40131,38916,40151,' «','*',1,'*','*',
'north-2',Œ¿–«-7',45551,46735,45531,46755,' «','*',1,'*','*',
'north-2',Œ¿–«-7',52193,53367,52173,53387,' «','*',1,'*','*',
